county,state_name,Location,lat,lng,population
Owen,Kentucky,"Owen, Kentucky",38.5197,-84.8281,10796
Mackinac,Michigan,"Mackinac, Michigan",46.0802,-85.0868,10780
Red Willow,Nebraska,"Red Willow, Nebraska",40.1758,-100.4769,10768
Coosa,Alabama,"Coosa, Alabama",32.9362,-86.2477,10757
Pike,Arkansas,"Pike, Arkansas",34.1635,-93.6563,10756
Walsh,North Dakota,"Walsh, North Dakota",48.3695,-97.7213,10751
Lancaster,Virginia,"Lancaster, Virginia",37.7345,-76.4632,10724
Franklin,Texas,"Franklin, Texas",33.1755,-95.2184,10716
Colfax,Nebraska,"Colfax, Nebraska",41.574,-97.0865,10714
Valley,Idaho,"Valley, Idaho",44.7666,-115.5663,10709
Barnes,North Dakota,"Barnes, North Dakota",46.9361,-98.0716,10706
Noxubee,Mississippi,"Noxubee, Mississippi",33.1101,-88.5697,10700
Evans,Georgia,"Evans, Georgia",32.1568,-81.8869,10687
Switzerland,Indiana,"Switzerland, Indiana",38.8262,-85.037,10685
Wilcox,Alabama,"Wilcox, Alabama",31.9893,-87.3082,10681
Middlesex,Virginia,"Middlesex, Virginia",37.6303,-76.5697,10675
Carroll,Kentucky,"Carroll, Kentucky",38.6678,-85.1236,10671
Guthrie,Iowa,"Guthrie, Iowa",41.6837,-94.5011,10669
Oregon,Missouri,"Oregon, Missouri",36.6867,-91.4033,10647
Monroe,Kentucky,"Monroe, Kentucky",36.7122,-85.7165,10627
Chicot,Arkansas,"Chicot, Arkansas",33.2672,-91.294,10615
Mitchell,Iowa,"Mitchell, Iowa",43.3564,-92.789,10608
Carbon,Montana,"Carbon, Montana",45.2274,-109.0281,10597
Lincoln,Washington,"Lincoln, Washington",47.5763,-118.4187,10574
Crawford,Indiana,"Crawford, Indiana",38.2924,-86.4517,10569
Lake,Minnesota,"Lake, Minnesota",47.6409,-91.4457,10560
Chattahoochee,Georgia,"Chattahoochee, Georgia",32.347,-84.787,10560
Camden,North Carolina,"Camden, North Carolina",36.3877,-76.2064,10551
Winnebago,Iowa,"Winnebago, Iowa",43.3775,-93.7341,10534
Sabine,Texas,"Sabine, Texas",31.3432,-93.8517,10471
Dimmit,Texas,"Dimmit, Texas",28.4225,-99.7566,10438
Clay,Texas,"Clay, Texas",33.7855,-98.2085,10403
Lanier,Georgia,"Lanier, Georgia",31.0379,-83.0628,10380
Scott,Arkansas,"Scott, Arkansas",34.8608,-94.0633,10376
Perry,Arkansas,"Perry, Arkansas",34.9474,-92.9315,10355
Alcona,Michigan,"Alcona, Michigan",44.6854,-83.5937,10353
Latimer,Oklahoma,"Latimer, Oklahoma",34.876,-95.2504,10348
Nowata,Oklahoma,"Nowata, Oklahoma",36.7985,-95.6174,10322
Mountrail,North Dakota,"Mountrail, North Dakota",48.2013,-102.3557,10321
Early,Georgia,"Early, Georgia",31.3228,-84.9037,10312
St. Helena,Louisiana,"St. Helena, Louisiana",30.822,-90.7103,10297
Roberts,South Dakota,"Roberts, South Dakota",45.6296,-96.9461,10287
Leslie,Kentucky,"Leslie, Kentucky",37.0941,-83.3811,10283
Runnels,Texas,"Runnels, Texas",31.8311,-99.9762,10277
Bullock,Alabama,"Bullock, Alabama",32.1005,-85.7157,10248
Ralls,Missouri,"Ralls, Missouri",39.5277,-91.522,10234
Trousdale,Tennessee,"Trousdale, Tennessee",36.3921,-86.1568,10231
Butte,South Dakota,"Butte, South Dakota",44.9058,-103.5079,10225
Martin,Indiana,"Martin, Indiana",38.708,-86.8031,10212
Todd,South Dakota,"Todd, South Dakota",43.1934,-100.7185,10195
Clinton,Kentucky,"Clinton, Kentucky",36.7274,-85.1362,10193
Keokuk,Iowa,"Keokuk, Iowa",41.3365,-92.1786,10188
Holt,Nebraska,"Holt, Nebraska",42.4557,-98.7838,10177
Iron,Missouri,"Iron, Missouri",37.5552,-90.7735,10164
Franklin,Iowa,"Franklin, Iowa",42.7325,-93.2625,10162
Ochiltree,Texas,"Ochiltree, Texas",36.2784,-100.8157,10131
Nemaha,Kansas,"Nemaha, Kansas",39.7834,-96.0141,10121
Emery,Utah,"Emery, Utah",38.9968,-110.7006,10117
Lowndes,Alabama,"Lowndes, Alabama",32.1547,-86.6501,10079
Carroll,Mississippi,"Carroll, Mississippi",33.4485,-89.9202,10070
Montgomery,Mississippi,"Montgomery, Mississippi",33.494,-89.6164,10068
Love,Oklahoma,"Love, Oklahoma",33.9499,-97.2441,10063
Howard,Missouri,"Howard, Missouri",39.1425,-92.6963,10058
Washington,Idaho,"Washington, Idaho",44.4524,-116.7847,10057
Montgomery,Iowa,"Montgomery, Iowa",41.0302,-95.1564,10053
Metcalfe,Kentucky,"Metcalfe, Kentucky",36.9905,-85.6292,10036
Marion,Texas,"Marion, Texas",32.798,-94.3572,10017
Yuma,Colorado,"Yuma, Colorado",40.0029,-102.4242,10003
Caldwell,Louisiana,"Caldwell, Louisiana",32.0923,-92.1166,9992
Grundy,Missouri,"Grundy, Missouri",40.1139,-93.5653,9992
Nome,Alaska,"Nome, Alaska",64.9111,-164.0272,9988
Tunica,Mississippi,"Tunica, Mississippi",34.652,-90.3755,9988
Lewis,Missouri,"Lewis, Missouri",40.0969,-91.7221,9955
Jackson,Minnesota,"Jackson, Minnesota",43.6741,-95.154,9954
Kemper,Mississippi,"Kemper, Mississippi",32.7546,-88.6412,9943
Sublette,Wyoming,"Sublette, Wyoming",42.7669,-109.9147,9880
Ritchie,West Virginia,"Ritchie, West Virginia",39.1783,-81.063,9844
Wilkes,Georgia,"Wilkes, Georgia",33.7819,-82.7432,9844
Cumberland,Virginia,"Cumberland, Virginia",37.5121,-78.2449,9824
Yellow Medicine,Minnesota,"Yellow Medicine, Minnesota",44.7163,-95.8684,9814
Sac,Iowa,"Sac, Iowa",42.3862,-95.1054,9802
North Slope,Alaska,"North Slope, Alaska",69.3122,-153.481,9792
Stevens,Minnesota,"Stevens, Minnesota",45.5861,-96.0003,9789
Webster,Mississippi,"Webster, Mississippi",33.6131,-89.2848,9768
Catahoula,Louisiana,"Catahoula, Louisiana",31.6661,-91.8471,9766
Marshall,Kansas,"Marshall, Kansas",39.7836,-96.5229,9749
Calhoun,Iowa,"Calhoun, Iowa",42.3852,-94.6404,9744
Parmer,Texas,"Parmer, Texas",34.5301,-102.7845,9718
Johnson,Georgia,"Johnson, Georgia",32.7015,-82.6601,9691
White Pine,Nevada,"White Pine, Nevada",39.4421,-114.9016,9679
Linn,Kansas,"Linn, Kansas",38.2123,-94.843,9671
Rice,Kansas,"Rice, Kansas",38.3472,-98.201,9658
Grand,Utah,"Grand, Utah",38.982,-109.5699,9640
Brown,Kansas,"Brown, Kansas",39.8265,-95.5642,9626
Cheyenne,Nebraska,"Cheyenne, Nebraska",41.2198,-102.995,9604
Jones,North Carolina,"Jones, North Carolina",35.0217,-77.3552,9594
Jasper,Illinois,"Jasper, Illinois",39.0101,-88.1538,9594
McLean,North Dakota,"McLean, North Dakota",47.6069,-101.3218,9584
Blaine,Oklahoma,"Blaine, Oklahoma",35.8752,-98.4334,9556
Humboldt,Iowa,"Humboldt, Iowa",42.7765,-94.2072,9554
McCormick,South Carolina,"McCormick, South Carolina",33.8996,-82.3099,9531
Greenlee,Arizona,"Greenlee, Arizona",33.2152,-109.2402,9522
Clear Creek,Colorado,"Clear Creek, Colorado",39.6891,-105.6444,9495
Stillwater,Montana,"Stillwater, Montana",45.669,-109.3952,9466
Pratt,Kansas,"Pratt, Kansas",37.6477,-98.7396,9452
Emmet,Iowa,"Emmet, Iowa",43.3779,-94.6784,9438
Beaverhead,Montana,"Beaverhead, Montana",45.1327,-112.8988,9415
Hickory,Missouri,"Hickory, Missouri",37.9408,-93.3207,9404
Rock,Minnesota,"Rock, Minnesota",43.6747,-96.2532,9402
Marshall,Minnesota,"Marshall, Minnesota",48.3581,-96.3685,9372
St. Clair,Missouri,"St. Clair, Missouri",38.0372,-93.776,9370
Stephens,Texas,"Stephens, Texas",32.7359,-98.8362,9364
Clarke,Iowa,"Clarke, Iowa",41.029,-93.7852,9360
Swift,Minnesota,"Swift, Minnesota",45.2827,-95.6814,9359
Charles Mix,South Dakota,"Charles Mix, South Dakota",43.2079,-98.5879,9349
Wayne,Nebraska,"Wayne, Nebraska",42.2093,-97.1193,9332
Irwin,Georgia,"Irwin, Georgia",31.6022,-83.2764,9320
Perry,Alabama,"Perry, Alabama",32.6385,-87.2944,9293
McLean,Kentucky,"McLean, Kentucky",37.5292,-87.2636,9283
Montmorency,Michigan,"Montmorency, Michigan",45.0276,-84.1272,9265
Valdez-Cordova,Alaska,"Valdez-Cordova, Alaska",61.562,-144.4686,9243
Livingston,Kentucky,"Livingston, Kentucky",37.2096,-88.3537,9235
Brewster,Texas,"Brewster, Texas",29.8119,-103.2517,9231
Howard,Iowa,"Howard, Iowa",43.3568,-92.3172,9226
Hamilton,Nebraska,"Hamilton, Nebraska",40.873,-98.0229,9215
Ozark,Missouri,"Ozark, Missouri",36.6493,-92.4447,9207
Lee,Arkansas,"Lee, Arkansas",34.7806,-90.7821,9194
Pipestone,Minnesota,"Pipestone, Minnesota",44.023,-96.2586,9191
Rosebud,Montana,"Rosebud, Montana",46.2297,-106.7307,9152
Alger,Michigan,"Alger, Michigan",46.4086,-86.604,9151
Benewah,Idaho,"Benewah, Idaho",47.2176,-116.6587,9138
Deer Lodge,Montana,"Deer Lodge, Montana",46.0607,-113.0679,9106
Phelps,Nebraska,"Phelps, Nebraska",40.5111,-99.4145,9100
Claiborne,Mississippi,"Claiborne, Mississippi",31.9737,-90.9118,9089
Montgomery,Georgia,"Montgomery, Georgia",32.1734,-82.5348,9058
Woods,Oklahoma,"Woods, Oklahoma",36.7669,-98.8651,9043
Caldwell,Missouri,"Caldwell, Missouri",39.6557,-93.9827,9039
Allendale,South Carolina,"Allendale, South Carolina",32.9881,-81.3583,9024
Dawson,Montana,"Dawson, Montana",47.2664,-104.8995,9017
Wilkinson,Georgia,"Wilkinson, Georgia",32.8024,-83.1712,9010
Palo Alto,Iowa,"Palo Alto, Iowa",43.0821,-94.6781,9003
Crittenden,Kentucky,"Crittenden, Kentucky",37.3527,-88.0972,9000
Forest,Wisconsin,"Forest, Wisconsin",45.6673,-88.7704,8995
Cuming,Nebraska,"Cuming, Nebraska",41.9164,-96.7874,8952
Montgomery,Arkansas,"Montgomery, Arkansas",34.5388,-93.6596,8950
Greene,Iowa,"Greene, Iowa",42.0362,-94.3968,8950
Cloud,Kansas,"Cloud, Kansas",39.4803,-97.6493,8938
Davis,Iowa,"Davis, Iowa",40.7477,-92.4097,8920
Modoc,California,"Modoc, California",41.5898,-120.725,8907
Kiowa,Oklahoma,"Kiowa, Oklahoma",34.9164,-98.9809,8886
Richmond,Virginia,"Richmond, Virginia",37.9434,-76.7269,8884
Wilkinson,Mississippi,"Wilkinson, Mississippi",31.1611,-91.3109,8875
Somervell,Texas,"Somervell, Texas",32.2223,-97.7744,8860
Jack,Texas,"Jack, Texas",33.2335,-98.1725,8852
Wilcox,Georgia,"Wilcox, Georgia",31.9729,-83.4323,8824
Clearwater,Minnesota,"Clearwater, Minnesota",47.5775,-95.379,8821
Tyler,West Virginia,"Tyler, West Virginia",39.4653,-80.8848,8811
Dawes,Nebraska,"Dawes, Nebraska",42.7197,-103.1354,8810
Maries,Missouri,"Maries, Missouri",38.1616,-91.9249,8803
Jenkins,Georgia,"Jenkins, Georgia",32.7924,-81.9635,8793
Mathews,Virginia,"Mathews, Virginia",37.4354,-76.3436,8788
Carroll,Missouri,"Carroll, Missouri",39.427,-93.5052,8781
Terrell,Georgia,"Terrell, Georgia",31.777,-84.437,8737
Gallatin,Kentucky,"Gallatin, Kentucky",38.7569,-84.8593,8737
Monona,Iowa,"Monona, Iowa",42.0516,-95.9599,8730
Hancock,Kentucky,"Hancock, Kentucky",37.8415,-86.7779,8720
Custer,South Dakota,"Custer, South Dakota",43.6776,-103.4515,8719
Archer,Texas,"Archer, Texas",33.6153,-98.6877,8716
Clay,West Virginia,"Clay, West Virginia",38.4625,-81.0751,8709
Wilson,Kansas,"Wilson, Kansas",37.5593,-95.7434,8688
Benton,Indiana,"Benton, Indiana",40.6063,-87.3109,8677
Clearwater,Idaho,"Clearwater, Idaho",46.6736,-115.6567,8673
Sitka,Alaska,"Sitka, Alaska",57.2401,-135.3153,8640
Lafayette,Florida,"Lafayette, Florida",29.9855,-83.1811,8637
Yoakum,Texas,"Yoakum, Texas",33.173,-102.8278,8631
Monroe,Missouri,"Monroe, Missouri",39.4955,-92.0007,8629
Lucas,Iowa,"Lucas, Iowa",41.0294,-93.3277,8583
Platte,Wyoming,"Platte, Wyoming",42.1331,-104.9659,8582
Red River,Louisiana,"Red River, Louisiana",32.0931,-93.3399,8565
Doddridge,West Virginia,"Doddridge, West Virginia",39.2692,-80.707,8560
Trimble,Kentucky,"Trimble, Kentucky",38.613,-85.3375,8558
Mitchell,Texas,"Mitchell, Texas",32.3062,-100.9211,8523
Hancock,Georgia,"Hancock, Georgia",33.2704,-83.0007,8515
Graham,North Carolina,"Graham, North Carolina",35.3502,-83.8335,8509
Cedar,Nebraska,"Cedar, Nebraska",42.5993,-97.2524,8498
Harrison,Missouri,"Harrison, Missouri",40.3547,-93.992,8491
Johnson,Wyoming,"Johnson, Wyoming",44.0388,-106.5846,8487
Mercer,North Dakota,"Mercer, North Dakota",47.3092,-101.8315,8462
Pocahontas,West Virginia,"Pocahontas, West Virginia",38.3318,-80.0078,8450
Marion,Georgia,"Marion, Georgia",32.3534,-84.5247,8432
Knox,Nebraska,"Knox, Nebraska",42.6368,-97.8919,8426
Baraga,Michigan,"Baraga, Michigan",46.6626,-88.3652,8421
Humphreys,Mississippi,"Humphreys, Mississippi",33.1287,-90.5266,8389
Webster,West Virginia,"Webster, West Virginia",38.4947,-80.4219,8386
Nevada,Arkansas,"Nevada, Arkansas",33.664,-93.3072,8351
Liberty,Florida,"Liberty, Florida",30.2414,-84.8829,8345
Coleman,Texas,"Coleman, Texas",31.7732,-99.4536,8334
Hamilton,Texas,"Hamilton, Texas",31.7048,-98.1107,8332
Quay,New Mexico,"Quay, New Mexico",35.1043,-103.5498,8326
Greene,Alabama,"Greene, Alabama",32.8531,-87.9522,8324
Seminole,Georgia,"Seminole, Georgia",30.9388,-84.8688,8321
Bracken,Kentucky,"Bracken, Kentucky",38.6888,-84.0901,8305
Madison,Montana,"Madison, Montana",45.3007,-111.9203,8302
Turner,South Dakota,"Turner, South Dakota",43.3109,-97.1487,8300
Murray,Minnesota,"Murray, Minnesota",44.0222,-95.7633,8296
Daviess,Missouri,"Daviess, Missouri",39.9608,-93.9855,8295
San Augustine,Texas,"San Augustine, Texas",31.3942,-94.1682,8286
Choctaw,Mississippi,"Choctaw, Mississippi",33.3473,-89.2484,8277
Lyon,Kentucky,"Lyon, Kentucky",37.0191,-88.0832,8271
Coffey,Kansas,"Coffey, Kansas",38.2369,-95.7341,8254
Kusilvak,Alaska,"Kusilvak, Alaska",62.155,-163.3826,8250
Oscoda,Michigan,"Oscoda, Michigan",44.6818,-84.1298,8248
Atkinson,Georgia,"Atkinson, Georgia",31.2971,-82.8801,8239
Warren,Indiana,"Warren, Indiana",40.3469,-87.3533,8237
Benton,Mississippi,"Benton, Mississippi",34.8173,-89.1885,8232
Twiggs,Georgia,"Twiggs, Georgia",32.6672,-83.4271,8229
Shannon,Missouri,"Shannon, Missouri",37.1574,-91.4005,8217
Prairie,Arkansas,"Prairie, Arkansas",34.8298,-91.5528,8189
Hamilton,Illinois,"Hamilton, Illinois",38.0815,-88.5391,8176
Houston,Tennessee,"Houston, Tennessee",36.286,-87.717,8164
Franklin,Virginia,"Franklin, Virginia",36.6831,-76.9386,8147
Cleveland,Arkansas,"Cleveland, Arkansas",33.8984,-92.1852,8128
Conejos,Colorado,"Conejos, Colorado",37.2007,-106.1916,8128
Taylor,Georgia,"Taylor, Georgia",32.5555,-84.2505,8116
Clay,Kansas,"Clay, Kansas",39.3497,-97.1652,8082
Keith,Nebraska,"Keith, Nebraska",41.1989,-101.6613,8068
McCulloch,Texas,"McCulloch, Texas",31.1989,-99.3476,8057
San Miguel,Colorado,"San Miguel, Colorado",38.0038,-108.4057,8049
Schoolcraft,Michigan,"Schoolcraft, Michigan",46.1966,-86.1997,8048
Gilmer,West Virginia,"Gilmer, West Virginia",38.924,-80.8571,8041
Ballard,Kentucky,"Ballard, Kentucky",37.0585,-88.9993,8032
Butler,Nebraska,"Butler, Nebraska",41.2261,-97.1318,8029
Washakie,Wyoming,"Washakie, Wyoming",43.905,-107.6827,8027
Traill,North Dakota,"Traill, North Dakota",47.4542,-97.1616,8008
Decatur,Iowa,"Decatur, Iowa",40.7377,-93.7863,7979
Perry,Tennessee,"Perry, Tennessee",35.6426,-87.8589,7962
Richardson,Nebraska,"Richardson, Nebraska",40.125,-95.7175,7961
Turner,Georgia,"Turner, Georgia",31.7164,-83.6241,7943
Wheeler,Georgia,"Wheeler, Georgia",32.1171,-82.7246,7928
Searcy,Arkansas,"Searcy, Arkansas",35.9109,-92.6996,7908
Winkler,Texas,"Winkler, Texas",31.85,-103.0483,7867
Lincoln,Georgia,"Lincoln, Georgia",33.7936,-82.4512,7856
Lemhi,Idaho,"Lemhi, Idaho",44.9433,-113.9333,7847
Lake,Oregon,"Lake, Oregon",42.7935,-120.3874,7837
Anderson,Kansas,"Anderson, Kansas",38.2142,-95.2933,7835
Newton,Arkansas,"Newton, Arkansas",35.92,-93.2179,7812
Thomas,Kansas,"Thomas, Kansas",39.3509,-101.0556,7810
Monroe,Iowa,"Monroe, Iowa",41.0298,-92.869,7807
Merrick,Nebraska,"Merrick, Nebraska",41.169,-98.038,7798
Lake,Colorado,"Lake, Colorado",39.2025,-106.3448,7751
Franklin,Mississippi,"Franklin, Mississippi",31.4772,-90.8979,7733
Northwest Arctic,Alaska,"Northwest Arctic, Alaska",67.053,-159.721,7715
Major,Oklahoma,"Major, Oklahoma",36.3116,-98.5359,7692
Doniphan,Kansas,"Doniphan, Kansas",39.7881,-95.1468,7684
Castro,Texas,"Castro, Texas",34.5299,-102.2617,7673
Power,Idaho,"Power, Idaho",42.6937,-112.8407,7671
Clay,Tennessee,"Clay, Tennessee",36.5511,-85.5439,7654
Dade,Missouri,"Dade, Missouri",37.4321,-93.8503,7578
Ferry,Washington,"Ferry, Washington",48.4703,-118.5166,7578
Goliad,Texas,"Goliad, Texas",28.6571,-97.4264,7565
Elliott,Kentucky,"Elliott, Kentucky",38.1179,-83.0976,7510
Kane,Utah,"Kane, Utah",37.2851,-111.8878,7484
Chariton,Missouri,"Chariton, Missouri",39.5151,-92.9626,7483
Pleasants,West Virginia,"Pleasants, West Virginia",39.371,-81.1606,7482
Crook,Wyoming,"Crook, Wyoming",44.5885,-104.5699,7472
Valley,Montana,"Valley, Montana",48.3653,-106.6674,7471
Grant,Kansas,"Grant, Kansas",37.5623,-101.308,7467
Kit Carson,Colorado,"Kit Carson, Colorado",39.3055,-102.603,7447
Worth,Iowa,"Worth, Iowa",43.3774,-93.2608,7445
Swisher,Texas,"Swisher, Texas",34.5304,-101.735,7432
La Salle,Texas,"La Salle, Texas",28.3451,-99.0996,7416
Tillman,Oklahoma,"Tillman, Oklahoma",34.3728,-98.9242,7413
Lake,Tennessee,"Lake, Tennessee",36.3352,-89.4935,7401
Boise,Idaho,"Boise, Idaho",43.9891,-115.7304,7378
Rappahannock,Virginia,"Rappahannock, Virginia",38.6848,-78.1592,7378
Kingman,Kansas,"Kingman, Kansas",37.5589,-98.1363,7340
Forest,Pennsylvania,"Forest, Pennsylvania",41.513,-79.236,7313
Hutchinson,South Dakota,"Hutchinson, South Dakota",43.3349,-97.7544,7308
Dallam,Texas,"Dallam, Texas",36.2779,-102.6022,7304
Calhoun,West Virginia,"Calhoun, West Virginia",38.8445,-81.1176,7295
Dallas,Arkansas,"Dallas, Arkansas",33.9698,-92.6544,7279
Harney,Oregon,"Harney, Oregon",43.0641,-118.968,7267
Pepin,Wisconsin,"Pepin, Wisconsin",44.5829,-92.0016,7265
Childress,Texas,"Childress, Texas",34.5291,-100.2076,7253
Lexington,Virginia,"Lexington, Virginia",37.7825,-79.444,7241
Jefferson,Mississippi,"Jefferson, Mississippi",31.7343,-91.0373,7225
Wolfe,Kentucky,"Wolfe, Kentucky",37.7393,-83.4932,7207
Grant,Oregon,"Grant, Oregon",44.4916,-119.0073,7189
Quitman,Mississippi,"Quitman, Mississippi",34.2514,-90.2891,7187
Thurston,Nebraska,"Thurston, Nebraska",42.1582,-96.544,7181
Nicholas,Kentucky,"Nicholas, Kentucky",38.3356,-84.0153,7153
Van Buren,Iowa,"Van Buren, Iowa",40.7532,-91.95,7150
Grant,South Dakota,"Grant, South Dakota",45.1719,-96.7677,7149
Refugio,Texas,"Refugio, Texas",28.3253,-97.1657,7145
Jefferson,Nebraska,"Jefferson, Nebraska",40.1757,-97.1427,7144
Pierce,Nebraska,"Pierce, Nebraska",42.2644,-97.6013,7144
Brooks,Texas,"Brooks, Texas",27.0316,-98.2187,7141
Union,Indiana,"Union, Indiana",39.6256,-84.9251,7113
Bailey,Texas,"Bailey, Texas",34.0686,-102.8299,7100
East Carroll,Louisiana,"East Carroll, Louisiana",32.7325,-91.2351,7096
Adair,Iowa,"Adair, Iowa",41.3307,-94.471,7085
Monroe,Arkansas,"Monroe, Arkansas",34.6778,-91.2039,7050
Weston,Wyoming,"Weston, Wyoming",43.8404,-104.5676,7049
King and Queen,Virginia,"King and Queen, Virginia",37.7186,-76.8953,7042
Grand Isle,Vermont,"Grand Isle, Vermont",44.7968,-73.2949,7022
Charles City,Virginia,"Charles City, Virginia",37.3567,-77.0622,7014
Wallowa,Oregon,"Wallowa, Oregon",45.5799,-117.1811,7004
Pendleton,West Virginia,"Pendleton, West Virginia",38.6807,-79.3509,7001
Tucker,West Virginia,"Tucker, West Virginia",39.1136,-79.565,6982
Presidio,Texas,"Presidio, Texas",29.9998,-104.2405,6975
Nemaha,Nebraska,"Nemaha, Nebraska",40.3877,-95.8498,6973
Randolph,Georgia,"Randolph, Georgia",31.7626,-84.7542,6973
Schuyler,Illinois,"Schuyler, Illinois",40.158,-90.6151,6953
Caribou,Idaho,"Caribou, Idaho",42.7705,-111.5623,6953
Russell,Kansas,"Russell, Kansas",38.9148,-98.7624,6948
Pembina,North Dakota,"Pembina, North Dakota",48.7675,-97.5518,6947
Fremont,Iowa,"Fremont, Iowa",40.7456,-95.6047,6946
Cameron,Louisiana,"Cameron, Louisiana",29.8754,-93.1938,6930
Bon Homme,South Dakota,"Bon Homme, South Dakota",42.9885,-97.8846,6929
Ida,Iowa,"Ida, Iowa",42.3869,-95.5135,6901
Wabaunsee,Kansas,"Wabaunsee, Kansas",38.9533,-96.205,6889
Lee,Kentucky,"Lee, Kentucky",37.5948,-83.7162,6881
Southeast Fairbanks,Alaska,"Southeast Fairbanks, Alaska",63.8763,-143.2118,6878
Benson,North Dakota,"Benson, North Dakota",48.0694,-99.366,6873
Powell,Montana,"Powell, Montana",46.8564,-112.9361,6854
Henderson,Illinois,"Henderson, Illinois",40.818,-90.9251,6809
Lafayette,Arkansas,"Lafayette, Arkansas",33.2409,-93.6071,6800
Pocahontas,Iowa,"Pocahontas, Iowa",42.7342,-94.6787,6797
Treutlen,Georgia,"Treutlen, Georgia",32.4039,-82.5673,6795
Clark,Missouri,"Clark, Missouri",40.4103,-91.7384,6779
Fall River,South Dakota,"Fall River, South Dakota",43.2394,-103.5275,6747
Lac qui Parle,Minnesota,"Lac qui Parle, Minnesota",44.9955,-96.1735,6719
Blaine,Montana,"Blaine, Montana",48.4327,-108.9586,6719
Cumberland,Kentucky,"Cumberland, Kentucky",36.7866,-85.3885,6697
Clinch,Georgia,"Clinch, Georgia",30.915,-82.7063,6686
Huerfano,Colorado,"Huerfano, Colorado",37.6847,-104.9606,6679
Pawnee,Kansas,"Pawnee, Kansas",38.1813,-99.2367,6629
Brown,Illinois,"Brown, Illinois",39.9618,-90.7504,6628
Gentry,Missouri,"Gentry, Missouri",40.2121,-94.4099,6616
Pershing,Nevada,"Pershing, Nevada",40.4404,-118.4044,6615
Saguache,Colorado,"Saguache, Colorado",38.0805,-106.2815,6592
Hancock,Tennessee,"Hancock, Tennessee",36.5236,-83.2219,6587
Woodruff,Arkansas,"Woodruff, Arkansas",35.1863,-91.2431,6533
Kearney,Nebraska,"Kearney, Nebraska",40.5067,-98.948,6529
Surry,Virginia,"Surry, Virginia",37.1098,-76.9002,6523
Norman,Minnesota,"Norman, Minnesota",47.3265,-96.4553,6520
Beaver,Utah,"Beaver, Utah",38.357,-113.2355,6517
Galax,Virginia,"Galax, Virginia",36.6661,-80.9176,6517
Burt,Nebraska,"Burt, Nebraska",41.8515,-96.3286,6510
Moody,South Dakota,"Moody, South Dakota",44.022,-96.6709,6507
Bottineau,North Dakota,"Bottineau, North Dakota",48.7922,-100.8333,6502
Buena Vista,Virginia,"Buena Vista, Virginia",37.7319,-79.3569,6484
Spink,South Dakota,"Spink, South Dakota",44.938,-98.3462,6483
Edwards,Illinois,"Edwards, Illinois",38.4165,-88.0533,6455
Menifee,Kentucky,"Menifee, Kentucky",37.9414,-83.5989,6443
Wayne,Iowa,"Wayne, Iowa",40.7395,-93.3274,6429
Howard,Nebraska,"Howard, Nebraska",41.2201,-98.5171,6417
Prince of Wales-Hyder,Alaska,"Prince of Wales-Hyder, Alaska",55.7997,-133.0192,6407
Bland,Virginia,"Bland, Virginia",37.134,-81.1302,6388
Rio Blanco,Colorado,"Rio Blanco, Colorado",39.9798,-108.2171,6384
Moore,Tennessee,"Moore, Tennessee",35.2846,-86.3587,6378
Calhoun,Georgia,"Calhoun, Georgia",31.5292,-84.6245,6365
Antelope,Nebraska,"Antelope, Nebraska",42.1769,-98.0667,6341
Luce,Michigan,"Luce, Michigan",46.4707,-85.5444,6338
Talbot,Georgia,"Talbot, Georgia",32.6995,-84.533,6321
Stewart,Georgia,"Stewart, Georgia",32.0785,-84.8352,6293
Wilkin,Minnesota,"Wilkin, Minnesota",46.3571,-96.4683,6291
Reynolds,Missouri,"Reynolds, Missouri",37.3623,-90.9691,6290
Alexander,Illinois,"Alexander, Illinois",37.1915,-89.3375,6260
Sullivan,Missouri,"Sullivan, Missouri",40.2106,-93.1115,6247
Ellsworth,Kansas,"Ellsworth, Kansas",38.6966,-98.2047,6231
Clay,Nebraska,"Clay, Nebraska",40.5244,-98.0513,6203
Essex,Vermont,"Essex, Vermont",44.728,-71.7362,6200
Taylor,Iowa,"Taylor, Iowa",40.7374,-94.6964,6167
Jefferson,Oklahoma,"Jefferson, Oklahoma",34.111,-97.8358,6158
Carter,Missouri,"Carter, Missouri",36.9412,-90.9623,6147
Mitchell,Kansas,"Mitchell, Kansas",39.3933,-98.2094,6145
Sullivan,Pennsylvania,"Sullivan, Pennsylvania",41.4462,-76.5122,6135
Fulton,Kentucky,"Fulton, Kentucky",36.554,-89.1873,6130
Teton,Montana,"Teton, Montana",47.8371,-112.2409,6086
Greenwood,Kansas,"Greenwood, Kansas",37.8778,-96.2326,6081
Garza,Texas,"Garza, Texas",33.1799,-101.2985,6070
Osceola,Iowa,"Osceola, Iowa",43.3786,-95.6237,6052
Gray,Kansas,"Gray, Kansas",37.7382,-100.4379,6039
Hamlin,South Dakota,"Hamlin, South Dakota",44.6738,-97.1883,6025
Gilpin,Colorado,"Gilpin, Colorado",39.8575,-105.5226,6018
Shelby,Missouri,"Shelby, Missouri",39.7978,-92.0766,6013
Carson,Texas,"Carson, Texas",35.4035,-101.3542,6009
Bear Lake,Idaho,"Bear Lake, Idaho",42.2848,-111.3297,6000
Pondera,Montana,"Pondera, Montana",48.2277,-112.2263,5994
San Saba,Texas,"San Saba, Texas",31.1552,-98.8176,5991
