county,state_name,Location,lat,lng,population
Upshur,Texas,"Upshur, Texas",32.7363,-94.9415,41018
Jim Wells,Texas,"Jim Wells, Texas",27.7314,-98.0899,40972
Susquehanna,Pennsylvania,"Susquehanna, Pennsylvania",41.8214,-75.8007,40970
Tioga,Pennsylvania,"Tioga, Pennsylvania",41.7722,-77.2543,40944
Gratiot,Michigan,"Gratiot, Michigan",43.2927,-84.6049,40916
Orleans,New York,"Orleans, New York",43.2521,-78.2312,40904
Shawano,Wisconsin,"Shawano, Wisconsin",44.7892,-88.7654,40904
Mercer,Ohio,"Mercer, Ohio",40.5399,-84.6294,40884
Hendry,Florida,"Hendry, Florida",26.5535,-81.1659,40732
Warren,Tennessee,"Warren, Tennessee",35.6787,-85.7785,40702
Avoyelles,Louisiana,"Avoyelles, Louisiana",31.0762,-92.0014,40669
Ottawa,Ohio,"Ottawa, Ohio",41.5381,-83.1409,40632
Tallapoosa,Alabama,"Tallapoosa, Alabama",32.8624,-85.7975,40541
Tift,Georgia,"Tift, Georgia",31.4574,-83.5266,40541
Snyder,Pennsylvania,"Snyder, Pennsylvania",40.7698,-77.0702,40483
Levy,Florida,"Levy, Florida",29.3184,-82.7436,40403
Marinette,Wisconsin,"Marinette, Wisconsin",45.383,-88.0334,40391
Wyoming,New York,"Wyoming, New York",42.7024,-78.2245,40305
Wayne,West Virginia,"Wayne, West Virginia",38.1459,-82.427,40303
Nez Perce,Idaho,"Nez Perce, Idaho",46.3268,-116.7502,40217
Cheatham,Tennessee,"Cheatham, Tennessee",36.2611,-87.0867,40181
Fayette,Tennessee,"Fayette, Tennessee",35.1971,-89.4144,40164
Benton,Minnesota,"Benton, Minnesota",45.6991,-93.9988,40129
Howell,Missouri,"Howell, Missouri",36.774,-91.8865,40104
Cooke,Texas,"Cooke, Texas",33.6393,-97.2126,40041
Marshall,Iowa,"Marshall, Iowa",42.0358,-92.9988,39964
Harrison,Indiana,"Harrison, Indiana",38.1952,-86.1113,39940
Fremont,Wyoming,"Fremont, Wyoming",43.0405,-108.6305,39812
Mower,Minnesota,"Mower, Minnesota",43.6714,-92.7525,39807
Campbell,Tennessee,"Campbell, Tennessee",36.4035,-84.1494,39797
Knox,Maine,"Knox, Maine",44.141,-69.1686,39759
Warren,Pennsylvania,"Warren, Pennsylvania",41.8145,-79.2741,39756
Murray,Georgia,"Murray, Georgia",34.7884,-84.7481,39724
Waldo,Maine,"Waldo, Maine",44.5028,-69.1454,39539
Pike,Mississippi,"Pike, Mississippi",31.1749,-90.4042,39532
Pasquotank,North Carolina,"Pasquotank, North Carolina",36.2955,-76.284,39514
Latah,Idaho,"Latah, Idaho",46.8162,-116.7117,39505
Warren,Virginia,"Warren, Virginia",38.9087,-78.2085,39492
Union,Arkansas,"Union, Arkansas",33.1713,-92.5972,39449
Isanti,Minnesota,"Isanti, Minnesota",45.5615,-93.2951,39430
Des Moines,Iowa,"Des Moines, Iowa",40.9232,-91.1815,39386
Person,North Carolina,"Person, North Carolina",36.39,-78.9718,39345
McClain,Oklahoma,"McClain, Oklahoma",35.0093,-97.4443,39247
Webster,Louisiana,"Webster, Louisiana",32.7135,-93.335,39242
LaGrange,Indiana,"LaGrange, Indiana",41.6426,-85.4265,39193
Rio Arriba,New Mexico,"Rio Arriba, New Mexico",36.5096,-106.6931,39159
Dallas,Alabama,"Dallas, Alabama",32.326,-87.1065,39149
Guernsey,Ohio,"Guernsey, Ohio",40.052,-81.4943,39111
Clatsop,Oregon,"Clatsop, Oregon",45.9951,-123.6558,39102
Madison,Idaho,"Madison, Idaho",43.7841,-111.6592,39100
Crawford,Kansas,"Crawford, Kansas",37.5073,-94.8518,38968
Franklin,Illinois,"Franklin, Illinois",37.9923,-88.9242,38923
Brown,South Dakota,"Brown, South Dakota",45.5898,-98.3516,38915
Clinton,Pennsylvania,"Clinton, Pennsylvania",41.2341,-77.6382,38915
Champaign,Ohio,"Champaign, Ohio",40.1377,-83.7695,38845
Calloway,Kentucky,"Calloway, Kentucky",36.621,-88.2722,38837
Natchitoches,Louisiana,"Natchitoches, Louisiana",31.7235,-93.0962,38769
Okmulgee,Oklahoma,"Okmulgee, Oklahoma",35.6466,-95.9643,38749
Clarion,Pennsylvania,"Clarion, Pennsylvania",41.1924,-79.421,38715
Woodford,Illinois,"Woodford, Illinois",40.7882,-89.2111,38700
Webster,Missouri,"Webster, Missouri",37.2809,-92.8759,38655
Scott,Missouri,"Scott, Missouri",37.053,-89.5685,38633
Wise,Virginia,"Wise, Virginia",36.9752,-82.6212,38486
Amador,California,"Amador, California",38.4464,-120.6511,38429
Albany,Wyoming,"Albany, Wyoming",41.6545,-105.7238,38390
Pontotoc,Oklahoma,"Pontotoc, Oklahoma",34.7281,-96.6844,38355
Montgomery,Indiana,"Montgomery, Indiana",40.0404,-86.8933,38287
Lawrence,Missouri,"Lawrence, Missouri",37.1064,-93.833,38204
Newberry,South Carolina,"Newberry, South Carolina",34.2898,-81.6001,38194
Defiance,Ohio,"Defiance, Ohio",41.3239,-84.4905,38160
Oconee,Georgia,"Oconee, Georgia",33.835,-83.4371,38132
Prince George,Virginia,"Prince George, Virginia",37.1865,-77.2242,38114
Graham,Arizona,"Graham, Arizona",32.9326,-109.8875,37996
Jefferson,Illinois,"Jefferson, Illinois",38.3005,-88.924,37985
Cass,Indiana,"Cass, Indiana",40.7615,-86.346,37880
Brown,Texas,"Brown, Texas",31.7743,-98.9998,37855
Marion,Illinois,"Marion, Illinois",38.6496,-88.919,37743
Oconto,Wisconsin,"Oconto, Wisconsin",45.0262,-88.2692,37646
Clinton,Illinois,"Clinton, Illinois",38.6065,-89.4225,37634
Chippewa,Michigan,"Chippewa, Michigan",46.3053,-84.5777,37629
Yadkin,North Carolina,"Yadkin, North Carolina",36.1605,-80.6652,37602
Colleton,South Carolina,"Colleton, South Carolina",32.8636,-80.6669,37585
Douglas,Minnesota,"Douglas, Minnesota",45.9337,-95.4535,37513
Essex,New York,"Essex, New York",44.1172,-73.7726,37459
Independence,Arkansas,"Independence, Arkansas",35.7415,-91.5697,37427
Dyer,Tennessee,"Dyer, Tennessee",36.0591,-89.4138,37416
Putnam,Indiana,"Putnam, Indiana",39.6663,-86.845,37384
Boone,Arkansas,"Boone, Arkansas",36.3086,-93.0915,37331
Graves,Kentucky,"Graves, Kentucky",36.7231,-88.6512,37248
Gloucester,Virginia,"Gloucester, Virginia",37.416,-76.5434,37222
Alexander,North Carolina,"Alexander, North Carolina",35.921,-81.177,37213
Covington,Alabama,"Covington, Alabama",31.2485,-86.4513,37200
Talbot,Maryland,"Talbot, Maryland",38.7713,-76.0971,37167
Alcorn,Mississippi,"Alcorn, Mississippi",34.8808,-88.5803,37090
Knox,Indiana,"Knox, Indiana",38.6891,-87.418,37065
Bryan,Georgia,"Bryan, Georgia",32.0145,-81.4436,37063
Escambia,Alabama,"Escambia, Alabama",31.1261,-87.1616,37057
Beauregard,Louisiana,"Beauregard, Louisiana",30.6484,-93.3434,37043
Jasper,Iowa,"Jasper, Iowa",41.686,-93.0538,36971
DeSoto,Florida,"DeSoto, Florida",27.1864,-81.8095,36903
Green,Wisconsin,"Green, Wisconsin",42.68,-89.6022,36896
Addison,Vermont,"Addison, Vermont",44.0309,-73.1408,36882
Greene,Pennsylvania,"Greene, Pennsylvania",39.8538,-80.2229,36870
Williams,Ohio,"Williams, Ohio",41.5603,-84.5882,36816
Matagorda,Texas,"Matagorda, Texas",28.8212,-96.011,36774
Finney,Kansas,"Finney, Kansas",38.0443,-100.737,36750
Steele,Minnesota,"Steele, Minnesota",44.0223,-93.226,36683
Dodge,Nebraska,"Dodge, Nebraska",41.5779,-96.654,36665
Isle of Wight,Virginia,"Isle of Wight, Virginia",36.8913,-76.7258,36627
Coshocton,Ohio,"Coshocton, Ohio",40.3017,-81.92,36585
Webster,Iowa,"Webster, Iowa",42.4279,-94.1818,36545
Hopkins,Texas,"Hopkins, Texas",33.1496,-95.564,36486
Floyd,Kentucky,"Floyd, Kentucky",37.5571,-82.7457,36456
Huntington,Indiana,"Huntington, Indiana",40.8292,-85.4881,36359
Howard,Texas,"Howard, Texas",32.3062,-101.4356,36349
Dare,North Carolina,"Dare, North Carolina",35.7795,-75.798,36222
Whitley,Kentucky,"Whitley, Kentucky",36.7581,-84.1452,36131
Uintah,Utah,"Uintah, Utah",40.1248,-109.5186,36084
Scotts Bluff,Nebraska,"Scotts Bluff, Nebraska",41.8506,-103.708,36074
Houghton,Michigan,"Houghton, Michigan",46.8978,-88.6874,36070
Louisa,Virginia,"Louisa, Virginia",37.9782,-77.9629,36040
Livingston,Illinois,"Livingston, Illinois",40.8916,-88.5577,36040
Delta,Michigan,"Delta, Michigan",45.9191,-86.9242,36026
Perry,Ohio,"Perry, Ohio",39.7371,-82.2361,36022
Orange,Virginia,"Orange, Virginia",38.2462,-78.0137,36010
Clark,Kentucky,"Clark, Kentucky",37.9708,-84.1474,35971
McLeod,Minnesota,"McLeod, Minnesota",44.8236,-94.2724,35832
Miami,Indiana,"Miami, Indiana",40.7695,-86.045,35815
Bennington,Vermont,"Bennington, Vermont",43.0354,-73.093,35746
Hill,Texas,"Hill, Texas",31.9907,-97.1324,35689
Monroe,Mississippi,"Monroe, Mississippi",33.8923,-88.4805,35673
Carlton,Minnesota,"Carlton, Minnesota",46.5924,-92.677,35633
Marshall,Mississippi,"Marshall, Mississippi",34.7623,-89.5031,35599
Ware,Georgia,"Ware, Georgia",31.0538,-82.4237,35593
Greenup,Kentucky,"Greenup, Kentucky",38.5457,-82.9223,35555
Cocke,Tennessee,"Cocke, Tennessee",35.9254,-83.1212,35552
Laclede,Missouri,"Laclede, Missouri",37.6583,-92.5903,35531
Barry,Missouri,"Barry, Missouri",36.7099,-93.8291,35530
Jasper,Texas,"Jasper, Texas",30.744,-94.0251,35506
Sagadahoc,Maine,"Sagadahoc, Maine",43.9598,-69.8546,35452
Oneida,Wisconsin,"Oneida, Wisconsin",45.7056,-89.5218,35381
Adams,Indiana,"Adams, Indiana",40.7457,-84.9366,35376
Cowley,Kansas,"Cowley, Kansas",37.2377,-96.8375,35351
Lincoln,Nebraska,"Lincoln, Nebraska",41.0477,-100.7453,35263
Williams,North Dakota,"Williams, North Dakota",48.3437,-103.4802,35208
Washington,Texas,"Washington, Texas",30.2145,-96.4034,35163
Greenbrier,West Virginia,"Greenbrier, West Virginia",37.947,-80.453,35155
Wapello,Iowa,"Wapello, Iowa",41.0306,-92.4095,35141
Fulton,Illinois,"Fulton, Illinois",40.4728,-90.2075,35092
Madison,Nebraska,"Madison, Nebraska",41.9167,-97.6008,35080
Scotland,North Carolina,"Scotland, North Carolina",34.8409,-79.4804,35076
Morrow,Ohio,"Morrow, Ohio",40.5241,-82.7941,35043
Lincoln,Oklahoma,"Lincoln, Oklahoma",35.703,-96.8809,34895
Sioux,Iowa,"Sioux, Iowa",43.0826,-96.1779,34827
Macon,North Carolina,"Macon, North Carolina",35.1505,-83.4221,34813
Silver Bow,Montana,"Silver Bow, Montana",45.9024,-112.6567,34770
Brookings,South Dakota,"Brookings, South Dakota",44.3697,-96.7905,34601
Clark,Wisconsin,"Clark, Wisconsin",44.7347,-90.6121,34579
Halifax,Virginia,"Halifax, Virginia",36.7669,-78.9366,34552
Fannin,Texas,"Fannin, Texas",33.5938,-96.1069,34537
Harvey,Kansas,"Harvey, Kansas",38.0432,-97.4272,34503
Steuben,Indiana,"Steuben, Indiana",41.6439,-85.0009,34453
Warren,Missouri,"Warren, Missouri",38.7646,-91.1607,34453
Seneca,New York,"Seneca, New York",42.7811,-76.8238,34390
Lee,Illinois,"Lee, Illinois",41.7461,-89.3003,34389
Lincoln,Mississippi,"Lincoln, Mississippi",31.5324,-90.454,34320
Morgan,Illinois,"Morgan, Illinois",39.7156,-90.2015,34247
Lee,Iowa,"Lee, Iowa",40.642,-91.4793,34227
Lincoln,Maine,"Lincoln, Maine",44.0664,-69.5435,34201
Panola,Mississippi,"Panola, Mississippi",34.3639,-89.9506,34190
Pulaski,Virginia,"Pulaski, Virginia",37.0636,-80.7144,34182
Ford,Kansas,"Ford, Kansas",37.6917,-99.888,34179
Monroe,Illinois,"Monroe, Illinois",38.2784,-90.1773,34168
Effingham,Illinois,"Effingham, Illinois",39.0598,-88.5899,34137
Harris,Georgia,"Harris, Georgia",32.736,-84.9089,34105
Geary,Kansas,"Geary, Kansas",39.0024,-96.7525,34025
Becker,Minnesota,"Becker, Minnesota",46.9347,-95.674,34011
Clarendon,South Carolina,"Clarendon, South Carolina",33.6658,-80.2164,33957
Nicollet,Minnesota,"Nicollet, Minnesota",44.3499,-94.2474,33954
Lincoln,Tennessee,"Lincoln, Tennessee",35.1405,-86.589,33924
Putnam,Ohio,"Putnam, Ohio",41.0221,-84.1317,33911
Hale,Texas,"Hale, Texas",34.0705,-101.8269,33826
Transylvania,North Carolina,"Transylvania, North Carolina",35.2021,-82.7982,33775
Whitley,Indiana,"Whitley, Indiana",41.1394,-85.5051,33730
Preston,West Virginia,"Preston, West Virginia",39.4693,-79.6682,33683
Chambers,Alabama,"Chambers, Alabama",32.9143,-85.392,33660
Gibson,Indiana,"Gibson, Indiana",38.3119,-87.5846,33656
Hot Spring,Arkansas,"Hot Spring, Arkansas",34.3176,-92.946,33597
Evangeline,Louisiana,"Evangeline, Louisiana",30.729,-92.4059,33589
Weakley,Tennessee,"Weakley, Tennessee",36.2983,-88.7178,33510
Jasper,Indiana,"Jasper, Indiana",41.023,-87.1161,33447
Miami,Kansas,"Miami, Kansas",38.5635,-94.8381,33417
Bladen,North Carolina,"Bladen, North Carolina",34.6146,-78.5636,33407
Botetourt,Virginia,"Botetourt, Virginia",37.5571,-79.8123,33343
Pike,Alabama,"Pike, Alabama",31.8027,-85.9409,33333
Wexford,Michigan,"Wexford, Michigan",44.3383,-85.5784,33256
Lyon,Kansas,"Lyon, Kansas",38.4562,-96.1526,33251
Platte,Nebraska,"Platte, Nebraska",41.5713,-97.5211,33174
Marion,Iowa,"Marion, Iowa",41.3344,-93.0994,33172
Logan,West Virginia,"Logan, West Virginia",37.8315,-81.9353,33154
Bureau,Illinois,"Bureau, Illinois",41.4041,-89.5287,33122
Daviess,Indiana,"Daviess, Indiana",38.7024,-87.072,33120
Emmet,Michigan,"Emmet, Michigan",45.521,-84.8908,33104
Morrison,Minnesota,"Morrison, Minnesota",46.0126,-94.2684,33064
Lawrence,Alabama,"Lawrence, Alabama",34.5217,-87.311,33058
Caroline,Maryland,"Caroline, Maryland",38.8717,-75.8316,33049
McCurtain,Oklahoma,"McCurtain, Oklahoma",34.1154,-94.7713,33016
Marshall,Tennessee,"Marshall, Tennessee",35.4689,-86.765,32965
Christian,Illinois,"Christian, Illinois",39.5458,-89.2773,32931
Iberville,Louisiana,"Iberville, Louisiana",30.2585,-91.3493,32822
Taos,New Mexico,"Taos, New Mexico",36.5783,-105.631,32786
Rhea,Tennessee,"Rhea, Tennessee",35.6087,-84.9244,32719
Accomack,Virginia,"Accomack, Virginia",37.7643,-75.6333,32673
Titus,Texas,"Titus, Texas",33.2166,-94.9657,32640
Bee,Texas,"Bee, Texas",28.4174,-97.7412,32611
Lafayette,Missouri,"Lafayette, Missouri",39.0656,-93.7855,32597
Montgomery,Kansas,"Montgomery, Kansas",37.1925,-95.7429,32521
Jackson,Ohio,"Jackson, Ohio",39.0196,-82.6184,32450
Lumpkin,Georgia,"Lumpkin, Georgia",34.5722,-84.0027,32402
Wakulla,Florida,"Wakulla, Florida",30.1673,-84.4007,32321
Chester,South Carolina,"Chester, South Carolina",34.692,-81.1595,32311
Randolph,Illinois,"Randolph, Illinois",38.0521,-89.8252,32295
Henry,Tennessee,"Henry, Tennessee",36.3318,-88.3013,32284
Clinton,Indiana,"Clinton, Indiana",40.3017,-86.4751,32273
Juneau,Alaska,"Juneau, Alaska",58.4546,-134.1739,32227
Jefferson,Indiana,"Jefferson, Indiana",38.7858,-85.4385,32201
Greene,Indiana,"Greene, Indiana",39.0364,-86.962,32159
Dorchester,Maryland,"Dorchester, Maryland",38.4829,-76.0125,32138
Bolivar,Mississippi,"Bolivar, Mississippi",33.7956,-90.8804,31848
Amherst,Virginia,"Amherst, Virginia",37.6048,-79.1452,31775
Polk,Missouri,"Polk, Missouri",37.6165,-93.4005,31748
Coos,New Hampshire,"Coos, New Hampshire",44.6896,-71.3056,31741
Claiborne,Tennessee,"Claiborne, Tennessee",36.4859,-83.6604,31732
Wasatch,Utah,"Wasatch, Utah",40.3308,-111.1682,31708
Pontotoc,Mississippi,"Pontotoc, Mississippi",34.2254,-89.0374,31618
Stone,Missouri,"Stone, Missouri",36.7469,-93.456,31615
Adams,Nebraska,"Adams, Nebraska",40.5245,-98.5012,31587
Polk,Minnesota,"Polk, Minnesota",47.7739,-96.4019,31521
Washington,Maine,"Washington, Maine",45.0306,-67.6288,31491
Franklin,Alabama,"Franklin, Alabama",34.4417,-87.8437,31466
Ottawa,Oklahoma,"Ottawa, Oklahoma",36.8355,-94.8104,31454
Jefferson Davis,Louisiana,"Jefferson Davis, Louisiana",30.2677,-92.8141,31441
Hardin,Ohio,"Hardin, Ohio",40.6616,-83.6595,31425
Wabash,Indiana,"Wabash, Indiana",40.8457,-85.794,31389
Pickens,Georgia,"Pickens, Georgia",34.4643,-84.4656,31387
Knox,Kentucky,"Knox, Kentucky",36.8906,-83.854,31365
Petersburg,Virginia,"Petersburg, Virginia",37.2043,-77.3913,31362
Huron,Michigan,"Huron, Michigan",43.8334,-83.0232,31349
Williamsburg,South Carolina,"Williamsburg, South Carolina",33.6199,-79.7277,31324
Marion,South Carolina,"Marion, South Carolina",34.0801,-79.3625,31308
Marshall,West Virginia,"Marshall, West Virginia",39.8606,-80.6634,31308
Jefferson,Washington,"Jefferson, Washington",47.7489,-123.5952,31285
Adams,Mississippi,"Adams, Mississippi",31.4829,-91.3535,31266
Schoharie,New York,"Schoharie, New York",42.5882,-74.4421,31222
Marshall,Kentucky,"Marshall, Kentucky",36.8834,-88.3294,31192
Stark,North Dakota,"Stark, North Dakota",46.8107,-102.6551,31081
Kleberg,Texas,"Kleberg, Texas",27.4337,-97.7273,30974
Muhlenberg,Kentucky,"Muhlenberg, Kentucky",37.2158,-87.142,30951
Morton,North Dakota,"Morton, North Dakota",46.7161,-101.2811,30868
Lassen,California,"Lassen, California",40.6736,-120.5943,30818
Smyth,Virginia,"Smyth, Virginia",36.8438,-81.537,30767
Mecklenburg,Virginia,"Mecklenburg, Virginia",36.6804,-78.3627,30728
Dillon,South Carolina,"Dillon, South Carolina",34.3915,-79.3789,30689
Clare,Michigan,"Clare, Michigan",43.9879,-84.8478,30651
Summit,Colorado,"Summit, Colorado",39.6342,-106.1164,30649
Vernon,Wisconsin,"Vernon, Wisconsin",43.5939,-90.8344,30633
Delta,Colorado,"Delta, Colorado",38.8614,-107.8629,30565
McDonough,Illinois,"McDonough, Illinois",40.4562,-90.6779,30479
Freeborn,Minnesota,"Freeborn, Minnesota",43.6738,-93.3488,30463
Gilmer,Georgia,"Gilmer, Georgia",34.6912,-84.4556,30414
Malheur,Oregon,"Malheur, Oregon",43.1934,-117.6231,30412
Caroline,Virginia,"Caroline, Virginia",38.0267,-77.3471,30381
Obion,Tennessee,"Obion, Tennessee",36.3582,-89.1488,30365
Elk,Pennsylvania,"Elk, Pennsylvania",41.4252,-78.6491,30340
Caledonia,Vermont,"Caledonia, Vermont",44.4647,-72.1022,30234
Sheridan,Wyoming,"Sheridan, Wyoming",44.79,-106.8793,30140
Gallia,Ohio,"Gallia, Ohio",38.8247,-82.3169,30088
Sumter,Georgia,"Sumter, Georgia",32.0399,-84.197,30064
Cass,Texas,"Cass, Texas",33.0775,-94.3436,30059
Dunklin,Missouri,"Dunklin, Missouri",36.2721,-90.0909,30027
Lake,Montana,"Lake, Montana",47.6459,-114.0893,30013
Franklin,Maine,"Franklin, Maine",44.974,-70.444,29982
Boyle,Kentucky,"Boyle, Kentucky",37.6244,-84.8668,29972
Marion,Alabama,"Marion, Alabama",34.1366,-87.8871,29866
Sanpete,Utah,"Sanpete, Utah",39.3739,-111.5763,29850
Carroll,Virginia,"Carroll, Virginia",36.7316,-80.7339,29801
Wayne,Georgia,"Wayne, Georgia",31.5514,-81.9167,29788
Austin,Texas,"Austin, Texas",29.887,-96.2779,29764
Lee,Georgia,"Lee, Georgia",31.7796,-84.1412,29502
Trempealeau,Wisconsin,"Trempealeau, Wisconsin",44.304,-91.3585,29499
White,Georgia,"White, Georgia",34.6464,-83.7471,29489
Hancock,West Virginia,"Hancock, West Virginia",40.5219,-80.5739,29383
Stoddard,Missouri,"Stoddard, Missouri",36.8556,-89.9443,29377
Neshoba,Mississippi,"Neshoba, Mississippi",32.7535,-89.1176,29332
Giles,Tennessee,"Giles, Tennessee",35.2021,-87.0348,29285
Cass,Minnesota,"Cass, Minnesota",46.9496,-94.3254,29268
Caddo,Oklahoma,"Caddo, Oklahoma",35.1744,-98.3751,29242
Garrett,Maryland,"Garrett, Maryland",39.5289,-79.2729,29235
Haralson,Georgia,"Haralson, Georgia",33.7942,-85.211,29227
Pine,Minnesota,"Pine, Minnesota",46.1207,-92.7413,29223
Leflore,Mississippi,"Leflore, Mississippi",33.5505,-90.3011,29222
Madison,Georgia,"Madison, Georgia",34.1278,-83.209,29218
Custer,Oklahoma,"Custer, Oklahoma",35.6388,-99.0015,29152
Park,Wyoming,"Park, Wyoming",44.5205,-109.5879,29148
Logan,Illinois,"Logan, Illinois",40.1245,-89.3675,29003
Mason,Michigan,"Mason, Michigan",43.9952,-86.25,28954
Randolph,West Virginia,"Randolph, West Virginia",38.7748,-79.8758,28930
Orange,Vermont,"Orange, Vermont",44.0057,-72.3768,28908
Jackson,West Virginia,"Jackson, West Virginia",38.8345,-81.6748,28907
Wythe,Virginia,"Wythe, Virginia",36.9171,-81.0787,28844
Montgomery,Illinois,"Montgomery, Illinois",39.231,-89.4789,28828
Powhatan,Virginia,"Powhatan, Virginia",37.5502,-77.9152,28815
Ellis,Kansas,"Ellis, Kansas",38.9147,-99.3173,28775
Jasper,South Carolina,"Jasper, South Carolina",32.4367,-81.0315,28657
Fredericksburg,Virginia,"Fredericksburg, Virginia",38.2992,-77.4872,28622
Fayette,Ohio,"Fayette, Ohio",39.5599,-83.4561,28620
Marion,Missouri,"Marion, Missouri",39.8059,-91.6224,28608
Jones,Georgia,"Jones, Georgia",33.0251,-83.5605,28579
McPherson,Kansas,"McPherson, Kansas",38.3917,-97.648,28567
Yazoo,Mississippi,"Yazoo, Mississippi",32.7803,-90.3964,28565
Palo Pinto,Texas,"Palo Pinto, Texas",32.7532,-98.313,28540
Marion,Tennessee,"Marion, Tennessee",35.1293,-85.622,28538
Jefferson,Idaho,"Jefferson, Idaho",43.8201,-112.3113,28534
Alpena,Michigan,"Alpena, Michigan",45.0349,-83.6258,28520
Morgan,Colorado,"Morgan, Colorado",40.2626,-103.8097,28517
Union,Mississippi,"Union, Mississippi",34.4905,-89.0039,28507
Copiah,Mississippi,"Copiah, Mississippi",31.8693,-90.4488,28501
Dinwiddie,Virginia,"Dinwiddie, Virginia",37.0759,-77.6323,28485
Tate,Mississippi,"Tate, Mississippi",34.6503,-89.9448,28404
Ripley,Indiana,"Ripley, Indiana",39.1035,-85.2624,28391
Hocking,Ohio,"Hocking, Ohio",39.4971,-82.4793,28390
Scott,Mississippi,"Scott, Mississippi",32.4064,-89.5376,28332
Van Wert,Ohio,"Van Wert, Ohio",40.8554,-84.5861,28261
Le Sueur,Minnesota,"Le Sueur, Minnesota",44.3714,-93.7301,28242
Baker,Florida,"Baker, Florida",30.3311,-82.2846,28211
Meade,Kentucky,"Meade, Kentucky",37.9697,-86.217,28182
San Jacinto,Texas,"San Jacinto, Texas",30.5795,-95.1669,28180
Codington,South Dakota,"Codington, South Dakota",44.9779,-97.1886,28026
Wells,Indiana,"Wells, Indiana",40.7292,-85.2212,28011
Pike,Ohio,"Pike, Ohio",39.0773,-83.0668,28000
Grimes,Texas,"Grimes, Texas",30.5435,-95.9855,27984
Henderson,Tennessee,"Henderson, Tennessee",35.6542,-88.388,27977
Glenn,California,"Glenn, California",39.5982,-122.392,27976
Cherokee,North Carolina,"Cherokee, North Carolina",35.1339,-84.0635,27969
Carroll,Arkansas,"Carroll, Arkansas",36.341,-93.5382,27965
Winchester,Virginia,"Winchester, Virginia",39.1735,-78.1746,27897
Carroll,Tennessee,"Carroll, Tennessee",35.9732,-88.4503,27886
Montgomery,Kentucky,"Montgomery, Kentucky",38.0335,-83.9131,27884
Washington,Indiana,"Washington, Indiana",38.6,-86.1053,27848
Garvin,Oklahoma,"Garvin, Oklahoma",34.7046,-97.3093,27835
Iroquois,Illinois,"Iroquois, Illinois",40.7473,-87.8243,27812
Adams,Ohio,"Adams, Ohio",38.8456,-83.472,27776
Lincoln,Wisconsin,"Lincoln, Wisconsin",45.3374,-89.7346,27744
San Miguel,New Mexico,"San Miguel, New Mexico",35.4804,-104.8158,27738
Meade,South Dakota,"Meade, South Dakota",44.5668,-102.7169,27717
Jennings,Indiana,"Jennings, Indiana",38.9969,-85.628,27710
Grant,New Mexico,"Grant, New Mexico",32.7389,-108.3824,27669
