,State,County,"Male sufficient physical activity prevalence, 2001 (%)","Female sufficient physical activity prevalence, 2001 (%)","Male sufficient physical activity  prevalence, 2009 (%)","Female sufficient physical activity  prevalence, 2009 (%)","Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Difference in male sufficient physical activity prevalence, 2001-2009 (percentage points)","Difference in female sufficient physical activity prevalence, 2001-2009 (percentage points)"
311,Colorado,Washington,54.6,48.4,57.2,57.0,55.5,58.1,2.7,8.5
312,Colorado,Weld,66.5,57.2,66.5,61.4,64.0,62.6,0.0,4.2
313,Colorado,Yuma,54.3,43.2,57.0,54.6,55.5,55.8,2.7,11.4
314,Connecticut,,58.8,50.0,59.4,53.8,57.5,54.4,0.7,3.7
315,Connecticut,Fairfield,58.0,52.4,61.0,55.5,58.2,55.6,3.1,3.1
316,Connecticut,Hartford,59.2,46.9,58.8,52.2,55.4,52.6,-0.4,5.3
317,Connecticut,Litchfield,64.0,53.6,59.9,57.9,56.5,58.6,-4.1,4.4
318,Connecticut,Middlesex,63.8,54.6,62.5,58.4,62.2,58.8,-1.3,3.8
319,Connecticut,New Haven,56.1,47.5,57.8,50.5,57.6,52.0,1.6,3.0
320,Connecticut,New London,60.2,54.9,61.3,55.8,60.7,56.2,1.1,0.9
321,Connecticut,Tolland,62.2,52.7,59.3,58.8,58.7,60.9,-2.9,6.1
322,Connecticut,Windham,56.8,48.1,54.2,52.9,52.1,54.0,-2.6,4.8
323,Delaware,,54.8,42.6,57.2,49.1,54.0,49.2,2.4,6.5
324,Delaware,Kent,54.9,38.1,52.2,45.2,48.4,44.8,-2.7,7.1
325,Delaware,New Castle,55.7,43.9,58.3,50.1,54.2,50.5,2.5,6.2
326,Delaware,Sussex,52.0,42.3,57.9,49.0,57.4,48.7,5.9,6.7
329,Florida,,55.6,45.8,56.7,51.4,56.0,52.8,1.1,5.6
330,Florida,Alachua,62.6,52.4,64.1,52.9,63.3,53.8,1.5,0.5
331,Florida,Baker,50.8,38.4,49.9,44.7,48.2,44.8,-0.9,6.3
332,Florida,Bay,55.9,46.5,60.5,51.6,60.9,52.4,4.6,5.1
333,Florida,Bradford,51.1,40.7,49.3,39.9,48.9,41.2,-1.8,-0.8
334,Florida,Brevard,59.6,48.6,62.9,56.2,63.8,57.4,3.3,7.6
335,Florida,Broward,53.8,45.5,54.7,51.1,54.2,51.1,0.9,5.6
336,Florida,Calhoun,45.2,40.7,48.1,41.3,47.8,41.8,2.9,0.6
337,Florida,Charlotte,59.8,46.6,61.0,57.5,60.5,59.1,1.2,10.9
338,Florida,Citrus,52.2,48.6,58.3,53.7,59.3,54.7,6.0,5.1
339,Florida,Clay,61.1,49.5,57.5,50.7,57.0,51.2,-3.6,1.2
340,Florida,Collier,60.5,46.0,58.2,58.9,57.9,61.1,-2.3,12.9
341,Florida,Columbia,53.5,42.3,54.5,43.7,52.8,43.9,0.9,1.4
342,Florida,DeSoto,45.8,35.0,48.5,44.3,47.1,44.6,2.7,9.3
343,Florida,Dixie,45.0,37.8,52.4,48.0,52.5,48.5,7.4,10.2
344,Florida,Duval,56.8,42.6,57.5,49.7,56.4,51.3,0.8,7.1
345,Florida,Escambia,59.5,47.0,56.8,52.2,53.4,53.1,-2.7,5.2
346,Florida,Flagler,59.1,52.3,62.4,56.2,62.0,57.5,3.3,3.9
347,Florida,Franklin,48.1,38.9,57.1,48.7,57.5,50.3,9.0,9.9
348,Florida,Gadsden,49.5,39.4,49.9,40.4,46.4,40.7,0.5,1.0
349,Florida,Gilchrist,53.5,44.0,55.4,47.0,53.2,47.7,1.9,2.9
350,Florida,Glades,49.2,39.7,48.2,48.8,46.5,50.1,-1.0,9.0
351,Florida,Gulf,49.0,42.0,54.7,45.3,54.5,45.6,5.7,3.3
352,Florida,Hamilton,46.5,32.8,46.1,42.8,43.2,44.2,-0.3,10.0
353,Florida,Hardee,42.8,31.4,45.4,38.3,43.7,40.1,2.6,6.9
354,Florida,Hendry,48.1,30.7,42.6,42.9,39.1,44.9,-5.5,12.2
355,Florida,Hernando,53.4,47.6,55.3,55.0,53.9,56.0,1.9,7.4
356,Florida,Highlands,51.2,40.1,54.0,47.5,54.0,48.1,2.9,7.4
357,Florida,Hillsborough,56.4,45.5,55.7,51.7,53.5,53.2,-0.7,6.2
358,Florida,Holmes,45.0,38.9,44.5,42.7,40.6,44.7,-0.5,3.8
359,Florida,Indian River,59.6,47.7,59.8,55.4,60.9,57.7,0.2,7.7
360,Florida,Jackson,47.4,40.1,51.6,47.0,51.2,48.3,4.3,6.9
361,Florida,Jefferson,52.1,40.0,52.5,48.6,50.7,49.1,0.4,8.7
362,Florida,Lafayette,47.3,39.0,54.3,52.3,52.9,53.3,7.0,13.3
363,Florida,Lake,55.6,42.2,58.7,54.1,58.8,55.4,3.2,11.9
364,Florida,Lee,60.8,45.9,58.3,56.9,58.4,58.9,-2.5,11.0
365,Florida,Leon,63.9,50.3,62.0,56.5,60.7,57.6,-1.9,6.2
366,Florida,Levy,49.8,45.1,52.2,49.0,50.6,50.0,2.4,3.9
367,Florida,Liberty,46.9,37.5,48.5,45.1,46.7,46.2,1.6,7.6
368,Florida,Madison,47.7,34.8,49.0,47.2,47.9,49.3,1.3,12.4
369,Florida,Manatee,56.2,45.6,56.9,55.7,56.6,57.5,0.7,10.0
370,Florida,Marion,52.8,46.9,56.3,53.3,57.7,54.9,3.5,6.4
371,Florida,Martin,59.2,52.2,61.6,59.9,61.6,60.2,2.4,7.6
372,Florida,Miami-Dade,48.1,39.7,50.6,42.6,50.2,44.7,2.5,3.0
373,Florida,Monroe,60.9,49.9,59.0,57.3,60.8,58.5,-1.9,7.5
374,Florida,Nassau,55.6,43.9,58.4,54.4,57.5,55.5,2.7,10.5
375,Florida,Okaloosa,67.3,55.4,61.3,51.2,59.6,51.8,-6.0,-4.2
376,Florida,Okeechobee,44.7,34.9,46.4,41.4,45.8,43.2,1.7,6.5
377,Florida,Orange,53.8,46.4,58.7,50.0,56.8,51.2,4.9,3.6
378,Florida,Osceola,55.2,42.5,52.7,47.7,49.9,50.5,-2.5,5.2
379,Florida,Palm Beach,58.9,48.7,58.1,55.4,57.5,56.5,-0.7,6.7
380,Florida,Pasco,56.3,47.1,55.0,53.0,53.3,55.6,-1.3,5.9
381,Florida,Pinellas,57.7,50.7,59.8,51.6,61.2,53.6,2.1,1.0
382,Florida,Polk,52.4,41.4,54.4,46.9,53.6,49.2,2.1,5.5
383,Florida,Putnam,49.5,38.8,48.7,46.1,46.8,47.0,-0.8,7.3
384,Florida,Santa Rosa,62.2,51.3,61.2,54.4,60.3,54.8,-1.0,3.1
385,Florida,Sarasota,63.4,53.7,64.4,59.0,67.1,60.5,0.9,5.3
386,Florida,Seminole,60.0,49.0,59.6,55.1,57.0,55.5,-0.4,6.1
387,Florida,St. Johns,59.0,51.3,63.0,62.3,63.9,64.2,4.0,11.0
388,Florida,St. Lucie,55.4,47.2,56.4,54.1,53.3,55.0,0.9,6.9
389,Florida,Sumter,54.1,44.9,57.4,55.1,57.0,55.2,3.3,10.2
390,Florida,Suwannee,52.4,41.5,52.7,49.2,50.2,51.5,0.3,7.7
391,Florida,Taylor,48.6,40.2,48.9,46.3,46.8,48.0,0.2,6.2
392,Florida,Union,49.1,39.8,49.6,41.2,50.0,43.1,0.5,1.4
393,Florida,Volusia,55.1,47.4,58.8,55.2,57.0,56.7,3.7,7.8
394,Florida,Wakulla,57.8,45.2,57.9,51.8,56.5,53.1,0.1,6.6
395,Florida,Walton,53.0,43.9,59.3,50.5,60.0,51.4,6.2,6.6
396,Florida,Washington,48.8,41.6,52.4,43.2,49.0,43.6,3.5,1.6
397,Georgia,,53.9,41.5,56.4,49.7,54.6,50.8,2.5,8.2
398,Georgia,Appling,45.4,34.9,49.6,40.6,49.5,41.7,4.2,5.7
399,Georgia,Atkinson,37.4,30.0,42.2,37.7,40.0,38.9,4.9,7.7
400,Georgia,Bacon,43.4,35.4,44.0,38.1,42.2,39.2,0.6,2.7
401,Georgia,Baker,45.7,33.4,52.2,46.7,50.7,47.6,6.5,13.2
402,Georgia,Baldwin,52.3,38.6,54.2,44.3,52.4,45.4,1.9,5.7
403,Georgia,Banks,47.3,35.8,47.3,49.3,45.0,50.2,0.0,13.5
404,Georgia,Barrow,49.6,38.7,51.7,48.6,49.4,49.1,2.1,9.9
405,Georgia,Bartow,52.4,41.8,53.0,48.2,49.9,50.0,0.6,6.4
406,Georgia,Ben Hill,45.6,32.2,45.2,39.8,42.4,41.1,-0.4,7.6
407,Georgia,Berrien,44.7,32.1,46.5,41.8,45.2,43.2,1.8,9.7
408,Georgia,Bibb,52.6,35.1,54.3,43.6,51.3,45.1,1.7,8.4
409,Georgia,Bleckley,48.7,35.8,50.3,37.0,48.2,37.9,1.7,1.2
410,Georgia,Brantley,49.8,36.9,47.9,44.8,45.6,45.9,-1.9,7.9
411,Georgia,Brooks,46.8,34.5,51.5,45.9,49.5,46.9,4.7,11.4
412,Georgia,Bryan,54.3,43.1,59.3,54.2,58.6,55.9,5.0,11.0
413,Georgia,Bulloch,52.3,42.5,58.1,48.7,57.2,50.3,5.8,6.2
414,Georgia,Burke,47.0,30.8,52.3,38.1,50.1,38.9,5.3,7.3
415,Georgia,Butts,49.1,34.5,49.1,40.2,47.0,41.0,0.0,5.7
416,Georgia,Calhoun,44.5,31.9,42.0,34.0,39.6,34.7,-2.5,2.1
417,Georgia,Camden,59.2,46.9,61.3,51.8,59.5,51.7,2.1,4.9
418,Georgia,Candler,39.3,29.6,50.1,44.2,48.6,45.0,10.8,14.5
419,Georgia,Carroll,49.0,37.2,50.9,46.9,48.3,47.9,1.9,9.8
420,Georgia,Catoosa,53.3,40.5,47.4,44.4,44.9,45.4,-5.9,3.9
421,Georgia,Charlton,44.9,32.4,41.5,35.4,39.9,36.2,-3.4,2.9
422,Georgia,Chatham,56.8,40.6,60.3,52.1,60.2,53.1,3.5,11.5
423,Georgia,Chattahoochee,62.4,49.1,61.7,51.6,60.7,52.8,-0.7,2.5
424,Georgia,Chattooga,43.2,33.9,45.4,38.3,43.8,39.1,2.2,4.4
425,Georgia,Cherokee,59.3,50.3,63.1,55.8,62.3,56.8,3.8,5.6
426,Georgia,Clarke,56.0,42.1,54.8,52.3,51.5,53.3,-1.2,10.2
427,Georgia,Clay,43.6,31.7,48.2,38.7,46.3,39.4,4.6,7.0
428,Georgia,Clayton,51.2,39.4,54.6,46.4,51.6,47.7,3.4,7.0
429,Georgia,Clinch,39.4,29.4,43.1,37.2,41.3,38.1,3.7,7.8
430,Georgia,Cobb,60.1,49.3,62.1,57.7,59.9,59.2,2.1,8.5
431,Georgia,Coffee,42.6,30.4,45.3,41.1,43.3,41.9,2.6,10.7
432,Georgia,Colquitt,43.8,34.5,49.9,41.3,48.5,42.5,6.1,6.8
433,Georgia,Columbia,59.0,49.9,63.4,55.9,63.0,56.2,4.4,6.0
434,Georgia,Cook,45.8,31.6,47.8,38.0,45.6,38.7,2.1,6.3
435,Georgia,Coweta,58.1,39.7,56.6,52.5,53.9,52.7,-1.5,12.8
436,Georgia,Crawford,45.3,34.3,50.9,42.9,49.3,44.0,5.6,8.6
437,Georgia,Crisp,44.6,31.2,48.3,39.7,46.4,40.7,3.7,8.5
438,Georgia,Dade,47.6,35.7,48.9,42.5,47.2,43.4,1.3,6.8
439,Georgia,Dawson,56.4,47.4,57.9,53.0,56.5,54.0,1.5,5.6
440,Georgia,Decatur,48.6,36.9,52.7,44.1,51.7,45.3,4.2,7.2
441,Georgia,DeKalb,57.2,47.8,61.1,53.7,58.5,54.8,3.9,5.9
442,Georgia,Dodge,44.6,34.7,51.5,38.8,49.7,39.6,6.8,4.1
443,Georgia,Dooly,47.5,34.7,46.2,35.2,44.0,35.9,-1.3,0.5
444,Georgia,Dougherty,54.6,35.9,55.6,44.1,54.8,45.2,1.0,8.3
445,Georgia,Douglas,53.0,39.6,57.4,53.4,54.7,53.8,4.4,13.8
446,Georgia,Early,46.3,33.2,46.8,40.9,45.5,41.9,0.5,7.7
447,Georgia,Echols,42.8,32.2,42.5,37.6,39.9,38.7,-0.3,5.4
448,Georgia,Effingham,53.3,40.4,56.9,52.0,54.8,53.0,3.7,11.6
449,Georgia,Elbert,47.4,34.9,50.6,41.4,48.6,42.4,3.2,6.4
450,Georgia,Emanuel,41.8,31.1,50.4,39.6,49.6,40.6,8.7,8.5
451,Georgia,Evans,43.8,32.9,47.9,41.1,46.4,41.9,4.1,8.2
452,Georgia,Fannin,50.4,39.6,51.8,48.2,51.2,49.2,1.4,8.6
453,Georgia,Fayette,60.7,50.4,62.1,58.1,61.4,60.0,1.3,7.7
454,Georgia,Floyd,49.7,40.2,54.3,42.6,53.2,43.2,4.6,2.4
455,Georgia,Forsyth,59.0,49.3,63.3,58.6,61.9,59.5,4.3,9.3
456,Georgia,Franklin,49.5,38.1,46.3,47.4,43.9,48.8,-3.2,9.3
457,Georgia,Fulton,55.9,44.8,61.4,57.6,59.9,59.0,5.4,12.8
458,Georgia,Gilmer,47.7,39.2,50.9,46.6,49.4,46.8,3.2,7.4
459,Georgia,Glascock,43.4,33.5,48.9,41.2,47.4,42.2,5.6,7.7
460,Georgia,Glynn,57.7,42.7,55.6,54.0,54.0,54.7,-2.1,11.3
461,Georgia,Gordon,46.7,41.6,51.9,44.7,50.3,45.8,5.2,3.1
462,Georgia,Grady,46.7,37.9,49.0,46.0,46.8,47.2,2.4,8.0
463,Georgia,Greene,48.5,33.7,46.4,44.7,43.5,45.8,-2.1,11.0
464,Georgia,Gwinnett,57.5,43.9,59.4,54.5,56.8,56.0,1.9,10.6
465,Georgia,Habersham,52.1,41.5,54.0,46.6,53.5,46.9,2.0,5.1
466,Georgia,Hall,51.9,40.0,52.1,47.6,50.2,48.5,0.2,7.6
467,Georgia,Hancock,44.9,27.8,49.2,37.6,47.0,38.5,4.3,9.8
468,Georgia,Haralson,42.8,33.7,46.3,40.4,44.3,41.5,3.4,6.7
469,Georgia,Harris,55.0,44.0,60.4,49.2,58.9,50.2,5.5,5.2
470,Georgia,Hart,53.1,40.0,50.6,47.0,48.1,48.3,-2.5,7.1
471,Georgia,Heard,46.3,31.2,43.4,41.0,41.1,41.9,-2.9,9.8
472,Georgia,Henry,56.5,42.2,60.6,49.1,58.6,49.4,4.2,6.8
473,Georgia,Houston,59.6,45.6,61.8,47.0,60.9,48.3,2.1,1.3
474,Georgia,Irwin,43.9,30.9,49.2,42.6,47.6,43.6,5.4,11.7
475,Georgia,Jackson,47.8,37.5,53.3,51.1,51.4,52.8,5.5,13.6
476,Georgia,Jasper,47.9,35.5,51.4,47.5,49.3,48.2,3.5,12.0
477,Georgia,Jeff Davis,43.0,32.4,49.2,42.0,47.4,43.1,6.2,9.6
478,Georgia,Jefferson,42.5,27.4,48.5,36.8,46.0,38.2,6.0,9.4
479,Georgia,Jenkins,42.2,30.1,45.8,33.9,43.5,34.5,3.6,3.8
480,Georgia,Johnson,39.3,32.4,45.0,36.3,43.0,37.2,5.7,3.9
481,Georgia,Jones,52.2,41.7,57.0,49.2,55.1,50.0,4.7,7.5
482,Georgia,Lamar,48.8,35.9,50.8,41.2,48.7,42.4,2.0,5.3
483,Georgia,Lanier,44.7,34.8,47.3,41.7,45.3,42.6,2.6,6.8
484,Georgia,Laurens,48.8,36.7,52.2,42.1,50.1,43.5,3.4,5.4
485,Georgia,Lee,57.3,43.1,59.0,50.4,58.7,51.1,1.7,7.3
486,Georgia,Liberty,59.5,46.3,58.3,49.2,56.6,50.4,-1.2,2.9
487,Georgia,Lincoln,45.6,37.4,50.6,44.3,48.4,45.4,5.0,6.9
488,Georgia,Long,47.2,37.2,49.2,44.1,47.5,45.2,2.0,6.9
489,Georgia,Lowndes,56.2,41.3,55.4,44.9,54.3,45.3,-0.8,3.6
490,Georgia,Lumpkin,51.3,42.6,54.1,49.0,53.1,49.8,2.8,6.4
491,Georgia,Macon,44.6,30.6,46.7,36.4,44.7,37.4,2.1,5.9
492,Georgia,Madison,49.5,38.5,48.9,46.8,47.2,47.7,-0.6,8.3
493,Georgia,Marion,45.5,34.9,48.5,41.8,46.7,42.8,2.9,6.9
494,Georgia,McDuffie,44.2,32.3,47.2,38.9,45.6,40.3,3.0,6.6
495,Georgia,McIntosh,47.6,33.3,46.5,44.4,44.9,45.4,-1.1,11.1
496,Georgia,Meriwether,47.2,32.2,47.1,36.5,45.6,37.5,-0.1,4.3
497,Georgia,Miller,46.4,34.3,48.5,44.3,46.6,45.1,2.1,9.9
498,Georgia,Mitchell,44.7,34.1,44.3,39.8,42.0,40.6,-0.5,5.6
499,Georgia,Monroe,52.1,40.3,52.6,42.7,51.8,43.7,0.5,2.4
500,Georgia,Montgomery,48.8,37.1,53.1,46.3,51.2,47.4,4.3,9.2
501,Georgia,Morgan,51.1,37.1,50.6,51.1,48.5,52.4,-0.5,14.0
502,Georgia,Murray,41.2,32.4,41.9,40.6,39.1,41.3,0.8,8.2
503,Georgia,Muscogee,57.9,37.7,56.9,45.1,55.8,45.7,-1.0,7.3
504,Georgia,Newton,54.3,34.6,52.7,48.2,49.4,49.6,-1.6,13.6
505,Georgia,Oconee,59.0,48.7,61.4,58.2,61.1,59.3,2.3,9.5
506,Georgia,Oglethorpe,47.8,36.6,49.1,46.7,46.9,47.8,1.4,10.1
507,Georgia,Paulding,54.4,43.9,58.5,52.4,56.3,52.7,4.1,8.5
508,Georgia,Peach,50.1,36.6,52.9,42.8,51.0,43.7,2.8,6.3
509,Georgia,Pickens,51.4,43.4,55.3,50.2,54.0,51.1,4.0,6.8
510,Georgia,Pierce,47.4,35.3,47.6,41.7,45.8,42.5,0.2,6.4
511,Georgia,Pike,50.9,42.0,53.9,45.7,51.4,46.5,2.9,3.7
512,Georgia,Polk,45.7,35.3,49.9,41.5,48.4,42.7,4.2,6.1
513,Georgia,Pulaski,50.3,39.3,50.0,36.0,48.2,37.2,-0.3,-3.2
514,Georgia,Putnam,52.5,40.2,54.6,49.9,53.8,51.4,2.2,9.7
515,Georgia,Quitman,39.4,27.4,42.2,32.0,40.7,32.9,2.8,4.5
516,Georgia,Rabun,53.3,45.8,59.8,50.6,58.9,51.6,6.5,4.8
517,Georgia,Randolph,44.6,30.8,46.1,35.4,43.6,36.3,1.5,4.6
518,Georgia,Richmond,57.1,35.8,56.7,42.1,55.4,43.0,-0.5,6.3
519,Georgia,Rockdale,56.9,38.0,56.9,48.9,54.9,49.7,0.0,10.9
520,Georgia,Schley,47.5,39.5,43.7,38.0,42.0,38.9,-3.7,-1.5
521,Georgia,Screven,46.7,33.2,48.6,37.6,46.8,37.9,1.9,4.4
522,Georgia,Seminole,46.2,35.1,51.9,45.1,50.2,46.1,5.7,10.0
523,Georgia,Spalding,46.1,32.3,49.4,37.5,48.0,38.4,3.4,5.2
524,Georgia,Stephens,51.7,40.3,51.3,48.6,49.9,49.8,-0.3,8.4
525,Georgia,Stewart,42.9,29.9,51.2,34.5,48.9,35.1,8.4,4.7
526,Georgia,Sumter,49.0,36.0,49.7,42.6,47.3,43.9,0.7,6.6
527,Georgia,Talbot,46.9,32.0,49.5,39.0,47.8,40.0,2.6,7.0
528,Georgia,Taliaferro,39.1,24.3,37.9,30.4,36.4,31.3,-1.2,6.0
529,Georgia,Tattnall,43.4,32.9,47.1,41.1,44.8,42.1,3.6,8.2
530,Georgia,Taylor,41.7,31.6,44.6,37.6,42.5,38.6,2.9,6.0
531,Georgia,Telfair,43.8,30.7,47.9,37.7,45.7,38.7,4.1,7.0
532,Georgia,Terrell,46.7,31.6,40.7,33.3,38.5,34.0,-6.0,1.7
533,Georgia,Thomas,49.5,39.4,53.2,52.2,51.3,53.4,3.7,12.8
534,Georgia,Tift,45.7,32.0,54.6,40.5,54.8,41.5,8.9,8.4
535,Georgia,Toombs,46.3,33.9,54.2,46.0,53.4,47.3,7.8,12.1
536,Georgia,Towns,50.4,47.6,57.4,51.1,55.3,52.0,7.0,3.5
537,Georgia,Treutlen,43.8,31.6,47.3,39.3,45.6,40.5,3.5,7.7
538,Georgia,Troup,52.8,34.4,53.8,43.4,53.0,44.6,1.0,9.0
539,Georgia,Turner,44.3,31.5,44.6,35.1,42.9,36.2,0.3,3.5
540,Georgia,Twiggs,42.9,29.6,41.6,31.7,39.8,32.6,-1.3,2.2
541,Georgia,Union,51.5,45.5,55.1,51.1,53.7,52.6,3.6,5.6
542,Georgia,Upson,47.6,34.4,49.8,40.6,48.4,41.3,2.2,6.3
543,Georgia,Walker,47.9,37.5,49.5,40.8,48.4,41.7,1.6,3.3
544,Georgia,Walton,49.8,35.3,52.0,47.7,50.7,48.9,2.3,12.5
545,Georgia,Ware,47.0,36.6,50.0,43.6,48.2,44.4,3.0,7.0
546,Georgia,Warren,40.2,26.1,47.1,35.6,45.0,36.6,7.0,9.5
547,Georgia,Washington,46.7,34.6,51.9,40.4,50.4,41.2,5.2,5.8
548,Georgia,Wayne,50.1,33.5,49.6,46.4,48.3,47.8,-0.5,12.9
549,Georgia,Webster,43.3,31.8,52.5,45.1,50.5,45.7,9.3,13.4
550,Georgia,Wheeler,44.9,34.7,47.6,40.4,45.8,41.2,2.7,5.7
551,Georgia,White,52.5,46.2,56.4,49.3,55.9,50.4,4.0,3.1
552,Georgia,Whitfield,45.1,34.4,44.8,39.0,43.7,40.2,-0.3,4.6
553,Georgia,Wilcox,44.7,35.5,47.6,38.0,45.8,38.9,2.9,2.6
554,Georgia,Wilkes,45.1,31.3,47.5,38.4,45.5,39.3,2.3,7.1
555,Georgia,Wilkinson,47.3,37.1,51.1,42.1,49.6,43.1,3.8,5.0
556,Georgia,Worth,45.8,36.3,51.1,41.2,50.2,42.2,5.4,5.0
557,Hawaii,,68.9,55.2,68.9,59.8,66.0,60.9,0.1,4.5
558,Hawaii,Hawaii,67.2,57.6,69.9,62.0,66.8,64.3,2.7,4.4
559,Hawaii,Honolulu,69.4,54.9,68.5,58.4,65.1,59.2,-0.9,3.6
560,Hawaii,Kalawao,67.0,54.4,68.9,63.6,68.4,65.9,1.8,9.2
561,Hawaii,Kauai,69.8,56.0,73.2,64.1,71.6,65.7,3.5,8.1
562,Hawaii,Maui,67.0,54.4,68.9,63.6,68.4,65.9,1.8,9.2
563,Idaho,,62.5,54.9,62.1,57.5,60.5,58.7,-0.4,2.6
564,Idaho,Ada,66.6,58.2,66.9,63.0,64.8,63.8,0.3,4.9
565,Idaho,Adams,56.2,54.8,58.9,53.6,56.6,54.7,2.8,-1.2
566,Idaho,Bannock,63.7,58.9,62.4,59.2,60.1,60.7,-1.2,0.3
567,Idaho,Bear Lake,60.7,52.2,61.6,57.7,59.8,58.9,0.9,5.5
568,Idaho,Benewah,59.7,52.1,58.4,54.0,56.4,55.3,-1.3,1.9
569,Idaho,Bingham,59.0,52.4,55.9,51.6,55.7,52.3,-3.1,-0.7
570,Idaho,Blaine,70.3,64.4,69.2,61.4,69.4,62.8,-1.0,-2.9
571,Idaho,Boise,62.0,54.1,60.5,55.3,58.4,56.3,-1.4,1.2
572,Idaho,Bonner,68.2,56.7,66.8,59.1,66.5,59.8,-1.4,2.4
573,Idaho,Bonneville,65.5,52.5,62.8,57.2,61.8,58.7,-2.7,4.7
574,Idaho,Boundary,61.6,55.0,59.3,51.8,57.2,52.8,-2.3,-3.2
575,Idaho,Butte,58.0,55.5,59.8,57.2,58.0,58.2,1.8,1.7
576,Idaho,Camas,64.0,59.9,57.5,54.3,56.1,55.6,-6.5,-5.7
577,Idaho,Canyon,58.0,51.4,57.2,54.0,53.8,55.9,-0.8,2.6
578,Idaho,Caribou,62.5,53.6,60.6,56.0,58.6,57.4,-1.8,2.4
579,Idaho,Cassia,55.3,49.8,54.3,50.1,53.4,51.9,-0.9,0.3
580,Idaho,Clark,49.0,42.8,50.4,46.3,48.3,47.2,1.3,3.5
581,Idaho,Clearwater,63.2,52.1,59.7,53.7,57.5,55.0,-3.5,1.7
582,Idaho,Custer,62.4,58.1,61.7,56.8,59.8,57.9,-0.7,-1.3
583,Idaho,Elmore,63.7,56.5,62.2,54.9,61.6,56.0,-1.4,-1.6
584,Idaho,Franklin,61.7,55.3,61.5,57.5,60.0,58.5,-0.2,2.2
585,Idaho,Fremont,62.1,54.4,60.2,57.4,58.1,58.4,-2.0,3.0
586,Idaho,Gem,57.5,48.6,59.3,51.2,57.4,52.2,1.8,2.6
587,Idaho,Gooding,50.7,44.2,52.1,52.0,50.1,53.6,1.4,7.9
588,Idaho,Idaho,57.0,54.0,59.4,57.1,57.3,58.5,2.4,3.1
589,Idaho,Jefferson,57.4,53.9,53.8,53.9,49.7,55.0,-3.6,0.0
590,Idaho,Jerome,54.5,48.5,49.0,49.4,47.0,50.4,-5.4,0.9
591,Idaho,Kootenai,62.9,58.2,65.4,60.0,66.1,61.8,2.5,1.8
592,Idaho,Latah,66.6,60.4,65.9,58.0,64.9,58.8,-0.7,-2.5
593,Idaho,Lemhi,62.4,55.2,60.9,57.6,59.0,58.6,-1.4,2.4
594,Idaho,Lewis,59.8,52.9,59.6,55.2,57.6,56.2,-0.1,2.3
595,Idaho,Lincoln,57.2,53.2,54.8,51.8,53.1,52.6,-2.4,-1.4
596,Idaho,Madison,62.4,53.3,61.4,55.8,58.0,56.4,-1.0,2.4
597,Idaho,Minidoka,59.2,50.9,55.0,46.4,52.8,46.8,-4.2,-4.5
598,Idaho,Nez Perce,62.9,53.4,60.9,53.9,58.6,55.6,-2.0,0.5
599,Idaho,Oneida,57.0,56.1,61.9,59.0,60.0,60.0,4.9,2.9
600,Idaho,Owyhee,47.6,42.9,54.0,48.6,51.6,49.7,6.4,5.7
601,Idaho,Payette,52.0,49.1,59.4,53.0,57.3,54.1,7.4,3.9
602,Idaho,Power,55.2,51.8,57.6,53.7,55.8,55.0,2.4,1.9
603,Idaho,Shoshone,60.9,52.3,55.4,51.0,52.8,51.9,-5.5,-1.3
604,Idaho,Teton,68.1,58.3,62.7,59.8,61.3,60.8,-5.5,1.5
605,Idaho,Twin Falls,60.0,48.7,60.4,54.6,60.0,56.4,0.4,5.9
606,Idaho,Valley,63.6,60.0,63.8,58.7,61.9,59.7,0.1,-1.3
607,Idaho,Washington,52.2,48.5,55.1,48.1,53.2,49.5,2.9,-0.4
608,Illinois,,54.0,43.4,56.7,52.7,54.8,54.2,2.7,9.3
609,Illinois,Adams,55.3,45.5,60.2,50.8,59.6,52.1,5.0,5.3
610,Illinois,Alexander,47.3,34.2,47.2,38.8,45.3,39.9,0.0,4.6
611,Illinois,Bond,44.0,37.5,57.3,50.5,55.9,51.2,13.3,13.0
612,Illinois,Boone,54.3,45.8,59.7,51.9,58.3,52.9,5.5,6.1
613,Illinois,Brown,46.6,33.2,52.9,45.7,51.2,46.7,6.3,12.5
614,Illinois,Bureau,55.2,48.7,56.7,49.7,54.9,50.7,1.5,0.9
615,Illinois,Calhoun,53.8,45.8,54.6,51.2,52.8,52.2,0.8,5.4
616,Illinois,Carroll,55.2,47.1,57.6,53.2,55.5,54.2,2.5,6.1
617,Illinois,Cass,54.3,44.7,54.0,47.7,52.3,48.8,-0.3,3.0
618,Illinois,Champaign,62.2,46.4,60.7,55.2,58.5,56.5,-1.5,8.8
619,Illinois,Christian,50.9,40.1,55.4,48.3,53.7,49.0,4.5,8.2
620,Illinois,Clark,53.8,44.6,57.1,50.6,55.9,51.8,3.3,6.1
621,Illinois,Clay,49.4,42.6,55.4,49.0,52.8,50.1,5.9,6.3
622,Illinois,Clinton,48.6,43.1,56.0,47.9,53.2,48.8,7.4,4.7
623,Illinois,Coles,57.0,46.5,60.8,50.5,60.7,51.8,3.8,3.9
624,Illinois,Cook,52.3,39.6,54.6,52.1,53.0,53.9,2.3,12.5
