,State,County,"Male sufficient physical activity prevalence, 2001 (%)","Female sufficient physical activity prevalence, 2001 (%)","Male sufficient physical activity  prevalence, 2009 (%)","Female sufficient physical activity  prevalence, 2009 (%)","Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Difference in male sufficient physical activity prevalence, 2001-2009 (percentage points)","Difference in female sufficient physical activity prevalence, 2001-2009 (percentage points)"
2698,Texas,Kent,52.3,47.4,60.3,54.4,58.9,55.5,8.1,7.0
2699,Texas,Kerr,55.0,51.8,56.5,53.7,54.3,54.2,1.5,1.9
2700,Texas,Kimble,48.2,43.0,50.7,48.0,49.0,49.2,2.4,4.9
2701,Texas,King,53.9,47.6,56.9,52.0,55.6,52.8,2.9,4.3
2702,Texas,Kinney,46.7,41.5,53.8,46.3,51.9,46.8,7.1,4.8
2703,Texas,Kleberg,53.2,45.6,56.4,48.8,54.5,50.1,3.2,3.2
2704,Texas,Knox,44.9,38.0,49.9,45.9,48.9,46.7,5.0,7.9
2705,Texas,La Salle,40.6,33.8,43.3,34.0,41.2,35.2,2.7,0.1
2706,Texas,Lamar,52.5,40.9,51.0,45.9,49.2,46.9,-1.6,5.1
2707,Texas,Lamb,47.2,38.5,51.6,45.2,49.9,46.7,4.4,6.7
2708,Texas,Lampasas,56.2,45.3,56.3,52.5,54.1,53.5,0.1,7.2
2709,Texas,Lavaca,47.7,39.5,49.8,45.6,48.4,46.9,2.1,6.1
2710,Texas,Lee,50.5,41.6,53.5,47.4,51.8,48.5,3.0,5.9
2711,Texas,Leon,49.9,41.0,50.7,45.1,48.0,46.2,0.8,4.1
2712,Texas,Liberty,47.6,35.7,52.3,42.8,51.2,43.9,4.7,7.1
2713,Texas,Limestone,47.0,36.7,51.9,41.6,49.9,42.5,4.9,4.9
2714,Texas,Lipscomb,48.9,40.6,53.7,50.2,52.1,51.5,4.8,9.6
2715,Texas,Live Oak,47.2,39.7,54.0,47.0,52.5,48.2,6.8,7.3
2716,Texas,Llano,56.4,50.2,56.7,53.0,54.7,54.1,0.4,2.8
2717,Texas,Loving,57.2,47.6,64.9,54.2,62.1,53.8,7.8,6.6
2718,Texas,Lubbock,57.4,47.7,56.4,46.3,54.0,47.2,-0.9,-1.4
2719,Texas,Lynn,46.2,37.6,54.1,45.6,52.3,46.7,7.9,8.0
2720,Texas,Madison,52.5,37.8,50.9,43.2,49.5,44.4,-1.6,5.4
2721,Texas,Marion,42.4,36.0,49.0,42.8,47.0,44.0,6.6,6.8
2722,Texas,Martin,47.1,38.4,49.8,45.0,48.0,46.3,2.7,6.6
2723,Texas,Mason,51.1,47.3,53.2,50.3,51.6,51.4,2.1,3.1
2724,Texas,Matagorda,54.8,41.7,53.5,47.7,51.8,48.6,-1.3,6.0
2725,Texas,Maverick,43.1,33.4,44.7,39.3,42.5,39.6,1.6,5.9
2726,Texas,McCulloch,48.4,39.9,53.8,47.5,51.8,48.7,5.4,7.6
2727,Texas,McLennan,55.5,45.0,54.9,45.1,53.8,46.4,-0.6,0.1
2728,Texas,McMullen,50.4,44.7,55.5,45.9,53.6,46.8,5.0,1.2
2729,Texas,Medina,53.6,44.7,57.1,47.9,55.2,48.9,3.5,3.2
2730,Texas,Menard,45.8,41.1,54.8,52.1,52.8,52.9,9.0,11.0
2731,Texas,Midland,55.9,45.9,53.8,46.7,52.3,47.2,-2.1,0.8
2732,Texas,Milam,51.8,38.0,53.8,47.0,52.3,48.2,2.1,9.0
2733,Texas,Mills,50.2,44.5,51.8,49.2,50.0,49.9,1.6,4.7
2734,Texas,Mitchell,49.5,39.5,53.4,45.5,51.8,46.6,3.9,6.0
2735,Texas,Montague,47.7,39.6,52.6,48.8,51.0,49.9,4.9,9.2
2736,Texas,Montgomery,61.3,48.5,59.3,51.5,58.3,52.7,-1.9,2.9
2737,Texas,Moore,48.1,38.3,52.2,44.0,50.7,45.3,4.2,5.7
2738,Texas,Morris,51.1,41.4,50.4,44.3,48.3,45.4,-0.8,2.9
2739,Texas,Motley,49.8,43.2,55.8,51.0,54.6,52.5,6.0,7.8
2740,Texas,Nacogdoches,50.9,39.9,53.6,44.7,52.7,45.9,2.7,4.7
2741,Texas,Navarro,49.5,39.1,50.3,40.9,48.2,42.1,0.7,1.9
2742,Texas,Newton,44.7,37.1,50.8,40.5,48.4,41.8,6.2,3.4
2743,Texas,Nolan,50.2,39.2,51.0,45.4,48.9,46.5,0.8,6.1
2744,Texas,Nueces,55.9,49.5,57.0,48.9,55.7,49.6,1.1,-0.6
2745,Texas,Ochiltree,49.2,37.5,49.1,42.6,47.4,44.0,-0.1,5.1
2746,Texas,Oldham,52.5,47.3,54.1,47.4,52.6,48.5,1.6,0.1
2747,Texas,Orange,53.8,42.9,55.6,41.7,53.4,42.8,1.7,-1.2
2748,Texas,Palo Pinto,48.4,40.0,49.6,46.6,47.5,47.9,1.2,6.7
2749,Texas,Panola,48.3,42.3,51.1,44.2,49.2,45.2,2.8,1.9
2750,Texas,Parker,56.2,44.3,55.2,53.1,54.0,53.8,-1.0,8.8
2751,Texas,Parmer,45.3,34.9,47.5,41.5,46.2,42.8,2.3,6.6
2752,Texas,Pecos,47.1,38.5,46.8,42.9,44.3,44.1,-0.3,4.4
2753,Texas,Polk,50.6,37.6,49.8,42.0,48.4,43.3,-0.7,4.4
2754,Texas,Potter,50.9,40.8,51.5,43.6,48.0,44.4,0.7,2.8
2755,Texas,Presidio,41.4,33.4,44.7,40.7,41.9,42.4,3.3,7.3
2756,Texas,Rains,48.4,41.9,52.4,46.3,50.6,47.4,4.0,4.4
2757,Texas,Randall,61.8,52.7,61.9,52.3,60.5,53.5,0.1,-0.4
2758,Texas,Reagan,48.8,37.1,46.1,41.1,44.7,42.5,-2.7,4.0
2759,Texas,Real,46.4,44.2,47.9,44.5,46.6,45.9,1.5,0.3
2760,Texas,Red River,45.2,35.1,42.9,38.9,40.9,39.7,-2.3,3.8
2761,Texas,Reeves,38.8,30.6,43.7,37.1,41.4,38.3,4.9,6.6
2762,Texas,Refugio,50.5,42.5,53.6,47.3,52.2,48.5,3.1,4.7
2763,Texas,Roberts,58.1,53.1,60.4,54.9,59.2,56.3,2.3,1.8
2764,Texas,Robertson,48.8,36.7,50.0,41.2,48.5,42.5,1.2,4.5
2765,Texas,Rockwall,59.0,47.3,60.6,50.9,58.3,51.9,1.6,3.6
2766,Texas,Runnels,49.6,37.8,50.9,46.2,49.1,47.4,1.3,8.4
2767,Texas,Rusk,49.9,41.6,52.1,43.9,50.1,44.8,2.2,2.4
2768,Texas,Sabine,46.0,41.4,52.8,43.8,50.6,45.0,6.8,2.5
2769,Texas,San Augustine,44.9,36.3,46.1,38.4,44.7,39.6,1.2,2.1
2770,Texas,San Jacinto,50.2,37.9,48.7,44.8,46.7,45.7,-1.5,7.0
2771,Texas,San Patricio,53.5,45.9,55.0,48.1,52.4,49.0,1.5,2.2
2772,Texas,San Saba,47.4,39.8,58.0,51.4,56.2,52.4,10.6,11.6
2773,Texas,Schleicher,43.8,36.7,54.5,51.7,53.4,53.2,10.6,15.0
2774,Texas,Scurry,50.7,42.0,50.2,42.1,47.8,42.4,-0.5,0.1
2775,Texas,Shackelford,52.5,46.6,55.7,51.1,54.2,52.1,3.2,4.5
2776,Texas,Shelby,43.9,36.4,49.6,43.4,47.8,45.0,5.7,7.0
2777,Texas,Sherman,49.5,43.2,51.5,44.6,50.1,46.4,2.0,1.4
2778,Texas,Smith,53.0,46.5,54.5,48.5,52.3,49.9,1.5,1.9
2779,Texas,Somervell,55.2,45.4,58.6,55.5,56.6,56.6,3.4,10.2
2780,Texas,Starr,35.5,24.8,39.0,34.7,36.8,35.9,3.6,9.9
2781,Texas,Stephens,49.6,42.0,51.8,47.2,50.1,48.4,2.2,5.2
2782,Texas,Sterling,49.0,40.4,47.6,44.6,45.8,45.7,-1.4,4.2
2783,Texas,Stonewall,49.1,42.7,56.0,52.3,54.3,53.5,7.0,9.7
2784,Texas,Sutton,49.3,40.6,50.3,46.5,49.2,47.6,0.9,5.9
2785,Texas,Swisher,48.5,41.1,51.4,44.0,49.9,45.4,2.9,3.0
2786,Texas,Tarrant,57.8,46.7,57.6,48.7,55.3,48.5,-0.3,2.0
2787,Texas,Taylor,57.8,46.9,55.7,47.9,54.3,49.4,-2.2,1.0
2788,Texas,Terrell,49.1,44.0,57.3,52.4,56.2,53.9,8.2,8.3
2789,Texas,Terry,46.8,35.8,47.9,39.3,46.1,40.6,1.1,3.6
2790,Texas,Throckmorton,50.9,45.4,50.7,47.9,49.3,48.9,-0.2,2.5
2791,Texas,Titus,46.7,35.2,48.0,44.1,46.5,45.7,1.3,8.9
2792,Texas,Tom Green,55.5,43.8,53.4,51.4,51.6,52.4,-2.2,7.5
2793,Texas,Travis,64.7,51.3,64.4,56.1,62.2,56.6,-0.2,4.8
2794,Texas,Trinity,50.0,38.8,48.1,45.1,46.3,46.3,-1.9,6.3
2795,Texas,Tyler,51.9,40.5,52.6,42.1,50.2,43.1,0.7,1.6
2796,Texas,Upshur,48.3,43.1,52.9,48.2,51.3,49.2,4.7,5.1
2797,Texas,Upton,47.5,41.3,51.1,46.1,49.6,47.4,3.6,4.8
2798,Texas,Uvalde,46.1,39.0,51.0,44.8,49.6,45.9,4.8,5.8
2799,Texas,Val Verde,47.3,38.4,48.1,44.0,46.5,45.7,0.7,5.7
2800,Texas,Van Zandt,45.9,40.2,50.5,44.3,48.2,45.4,4.7,4.1
2801,Texas,Victoria,56.2,47.0,55.9,50.9,53.5,51.8,-0.4,3.8
2802,Texas,Walker,53.8,38.9,52.9,48.3,51.2,48.9,-0.9,9.4
2803,Texas,Waller,50.5,40.2,54.3,44.4,52.7,45.7,3.8,4.1
2804,Texas,Ward,51.3,40.6,50.0,40.9,48.5,42.5,-1.3,0.3
2805,Texas,Washington,49.3,39.7,54.6,48.0,53.7,49.5,5.3,8.3
2806,Texas,Webb,46.7,37.9,49.7,39.5,47.1,38.7,3.1,1.6
2807,Texas,Wharton,51.7,40.6,49.4,44.3,47.6,46.1,-2.3,3.8
2808,Texas,Wheeler,46.8,40.3,54.2,50.3,52.8,51.7,7.4,10.1
2809,Texas,Wichita,55.0,44.2,57.8,49.7,57.2,50.9,2.8,5.5
2810,Texas,Wilbarger,49.7,39.3,50.2,45.5,48.5,46.8,0.5,6.2
2811,Texas,Willacy,41.0,32.9,45.7,41.2,43.4,42.4,4.7,8.3
2812,Texas,Williamson,64.6,54.5,63.5,56.9,62.2,57.8,-1.0,2.4
2813,Texas,Wilson,58.7,44.4,59.3,51.3,57.7,52.2,0.6,6.9
2814,Texas,Winkler,45.8,32.6,48.4,38.7,46.5,40.0,2.7,6.1
2815,Texas,Wise,51.5,41.8,53.9,51.3,52.0,52.4,2.4,9.5
2816,Texas,Wood,49.2,42.8,52.1,46.9,50.6,47.7,2.9,4.1
2817,Texas,Yoakum,45.4,33.8,51.3,42.0,49.4,43.5,5.9,8.2
2818,Texas,Young,49.7,41.9,50.5,47.6,48.7,49.0,0.8,5.7
2819,Texas,Zapata,41.9,33.0,45.9,39.3,43.7,40.1,3.9,6.3
2820,Texas,Zavala,40.1,32.2,47.5,40.3,45.3,41.5,7.4,8.1
2821,Utah,,64.1,56.4,63.5,57.4,60.2,57.6,-0.6,0.9
2822,Utah,Beaver,58.7,51.8,62.0,55.5,60.5,56.2,3.3,3.7
2823,Utah,Box Elder,60.6,56.3,60.6,53.3,59.7,54.1,0.0,-3.0
2824,Utah,Cache,64.6,57.6,66.4,58.5,66.6,58.8,1.8,0.9
2825,Utah,Carbon,58.1,50.4,57.1,52.3,54.9,53.0,-1.0,1.9
2826,Utah,Daggett,60.5,53.8,54.9,54.7,53.1,55.6,-5.6,0.9
2827,Utah,Davis,66.4,57.7,62.9,58.8,60.3,58.6,-3.4,1.2
2828,Utah,Duchesne,57.8,50.4,60.0,55.1,58.8,56.7,2.2,4.7
2829,Utah,Emery,61.7,57.4,58.7,57.1,56.6,57.9,-2.9,-0.3
2830,Utah,Garfield,61.7,55.2,62.2,56.7,60.3,57.7,0.5,1.6
2831,Utah,Grand,61.1,54.1,57.6,56.6,55.6,57.6,-3.4,2.5
2832,Utah,Iron,64.4,54.9,62.8,54.8,60.8,56.0,-1.6,-0.1
2833,Utah,Juab,55.7,51.0,60.9,55.2,59.1,56.3,5.1,4.2
2834,Utah,Kane,63.6,55.9,62.6,57.9,61.0,58.8,-0.9,2.0
2835,Utah,Millard,57.9,52.6,57.5,53.9,55.6,54.7,-0.4,1.3
2836,Utah,Morgan,66.4,61.7,70.3,63.9,68.7,64.9,3.9,2.3
2837,Utah,Piute,57.6,54.3,58.9,54.2,56.9,55.5,1.3,0.0
2838,Utah,Rich,64.2,59.3,67.4,62.3,65.7,63.3,3.2,3.0
2839,Utah,Salt Lake,64.1,55.7,63.5,56.9,59.3,57.4,-0.6,1.2
2840,Utah,San Juan,56.0,45.7,56.8,49.9,54.1,51.4,0.8,4.2
2841,Utah,Sanpete,58.3,55.4,57.9,56.1,53.7,57.6,-0.4,0.7
2842,Utah,Sevier,58.7,55.4,58.7,53.9,55.4,54.3,0.0,-1.5
2843,Utah,Summit,72.0,66.5,73.5,69.0,73.2,69.6,1.6,2.5
2844,Utah,Tooele,63.6,52.1,60.6,50.6,58.5,51.7,-3.0,-1.5
2845,Utah,Uintah,58.5,52.3,54.5,51.8,53.4,52.7,-4.0,-0.5
2846,Utah,Utah,63.5,59.3,65.5,59.6,60.7,58.6,2.0,0.3
2847,Utah,Wasatch,65.5,59.7,71.7,63.1,71.7,63.0,6.2,3.4
2848,Utah,Washington,65.4,54.5,61.8,56.3,60.8,57.3,-3.6,1.9
2849,Utah,Wayne,60.6,57.2,61.7,58.4,60.0,59.4,1.0,1.1
2850,Utah,Weber,65.4,55.7,63.8,56.4,60.9,56.8,-1.6,0.6
2851,Vermont,,65.3,58.2,65.1,61.8,63.7,62.8,-0.2,3.6
2852,Vermont,Addison,63.1,59.2,65.5,66.4,64.4,66.9,2.4,7.2
2853,Vermont,Bennington,65.5,57.0,60.2,60.2,59.2,61.2,-5.3,3.2
2854,Vermont,Caledonia,67.0,55.4,63.3,58.2,61.3,59.2,-3.7,2.8
2855,Vermont,Chittenden,67.8,60.4,69.2,63.6,68.4,65.5,1.3,3.2
2856,Vermont,Essex,64.5,47.7,58.3,56.2,56.7,57.2,-6.1,8.5
2857,Vermont,Franklin,56.8,52.7,58.3,52.9,53.8,53.8,1.5,0.3
2858,Vermont,Grand Isle,60.2,58.7,66.5,59.2,64.7,60.1,6.3,0.5
2859,Vermont,Lamoille,64.8,61.7,66.8,62.7,64.0,64.7,2.0,1.0
2860,Vermont,Orange,63.2,57.1,65.1,62.9,64.6,63.3,1.8,5.8
2861,Vermont,Orleans,60.7,53.1,60.6,57.7,58.3,59.3,-0.1,4.6
2862,Vermont,Rutland,60.2,56.8,62.5,57.8,61.7,57.8,2.3,0.9
2863,Vermont,Washington,67.5,59.5,67.4,64.7,64.9,64.5,-0.1,5.1
2864,Vermont,Windham,69.6,61.1,65.6,63.2,66.0,63.4,-4.0,2.2
2865,Vermont,Windsor,69.7,58.6,65.8,65.8,65.1,67.8,-3.9,7.2
2866,Virginia,,59.7,47.0,58.0,52.6,56.4,53.6,-1.7,5.6
2867,Virginia,Accomack,46.3,39.0,50.7,43.2,50.3,44.4,4.4,4.2
2868,Virginia,Albemarle,62.6,55.3,64.0,61.3,63.6,61.9,1.4,6.0
2869,Virginia,Alexandria City,63.3,55.9,66.2,60.3,66.0,60.9,2.9,4.4
2870,Virginia,Alleghany,52.9,43.5,53.4,49.8,51.3,51.0,0.5,6.2
2871,Virginia,Amelia,51.3,38.3,53.1,47.8,51.9,49.0,1.8,9.5
2872,Virginia,Amherst,50.0,37.7,51.9,46.7,50.6,47.4,1.9,9.0
2873,Virginia,Appomattox,50.2,38.6,53.1,48.3,51.4,49.7,2.9,9.7
2874,Virginia,Arlington,67.8,58.3,66.6,61.4,65.3,62.3,-1.2,3.1
2875,Virginia,Augusta,55.7,46.1,56.2,52.8,54.8,54.7,0.5,6.7
2876,Virginia,Bath,51.4,43.2,53.2,48.8,51.3,49.8,1.8,5.6
2877,Virginia,Bedford,56.3,47.0,56.1,49.3,53.4,50.3,-0.3,2.2
2878,Virginia,Bedford City,51.6,39.4,55.6,41.2,53.6,42.2,4.0,1.8
2879,Virginia,Bland,50.9,42.3,51.2,48.1,49.4,49.1,0.3,5.8
2880,Virginia,Botetourt,55.9,45.6,58.4,54.1,56.5,55.1,2.4,8.5
2881,Virginia,Bristol City,47.3,38.4,43.0,38.2,41.2,39.2,-4.3,-0.2
2882,Virginia,Brunswick,46.1,31.0,42.8,36.0,41.1,36.9,-3.3,5.1
2883,Virginia,Buchanan,35.7,28.1,42.2,36.7,41.7,37.8,6.4,8.6
2884,Virginia,Buckingham,45.1,35.9,47.0,40.1,45.8,41.0,1.9,4.2
2885,Virginia,Buena Vista City,49.6,37.3,50.6,45.1,48.9,46.3,0.9,7.8
2886,Virginia,Campbell,53.8,40.1,54.3,48.8,52.3,49.3,0.4,8.7
2887,Virginia,Caroline,48.8,39.2,53.6,46.9,52.0,47.9,4.8,7.7
2888,Virginia,Carroll,46.4,38.9,49.8,47.0,48.2,48.5,3.4,8.1
2889,Virginia,Charles City,50.7,35.0,48.8,41.6,46.7,42.5,-1.9,6.6
2890,Virginia,Charlotte,45.4,34.1,48.7,43.4,46.6,44.3,3.3,9.3
2891,Virginia,Charlottesville City,60.9,50.5,58.3,62.1,56.2,63.1,-2.6,11.7
2892,Virginia,Chesapeake City,64.2,46.8,58.6,56.1,57.4,57.8,-5.6,9.3
2893,Virginia,Chesterfield,65.5,48.3,61.7,56.3,59.9,57.1,-3.8,8.0
2894,Virginia,Clarke,54.6,47.4,56.6,52.1,55.3,53.0,1.9,4.7
2895,Virginia,Colonial Heights City,62.6,45.3,58.4,54.3,57.0,55.6,-4.2,9.0
2896,Virginia,Covington City,53.1,38.6,51.6,48.3,49.8,49.2,-1.5,9.7
2897,Virginia,Craig,52.3,43.5,58.4,54.7,56.6,55.5,6.1,11.1
2898,Virginia,Culpeper,52.1,41.7,58.0,49.5,57.2,50.3,5.9,7.8
2899,Virginia,Cumberland,47.2,36.3,50.9,43.5,48.7,44.3,3.7,7.2
2900,Virginia,Danville City,53.3,35.6,51.0,38.7,49.3,40.0,-2.3,3.1
2901,Virginia,Dickenson,40.7,32.5,39.5,38.2,38.0,39.7,-1.2,5.7
2902,Virginia,Dinwiddie,51.5,37.0,49.4,46.2,47.1,47.1,-2.1,9.3
2903,Virginia,Emporia City,41.7,24.5,46.7,40.1,45.1,40.9,5.0,15.5
2904,Virginia,Essex,49.5,39.6,50.0,44.2,48.0,45.2,0.5,4.6
2905,Virginia,Fairfax,67.1,56.4,65.1,59.4,65.4,60.3,-2.0,3.0
2906,Virginia,Fairfax City,68.4,56.8,59.9,58.0,57.8,58.8,-8.5,1.2
2907,Virginia,Falls Church City,71.4,60.9,64.8,61.6,63.4,62.6,-6.7,0.8
2908,Virginia,Fauquier,59.9,48.0,61.1,55.9,60.0,56.7,1.2,7.8
2909,Virginia,Floyd,50.9,42.7,54.7,49.4,52.9,50.4,3.8,6.6
2910,Virginia,Fluvanna,58.1,49.8,58.1,51.5,56.3,52.5,0.0,1.7
2911,Virginia,Franklin,55.1,43.5,56.1,46.7,55.7,47.3,1.0,3.2
2912,Virginia,Franklin City,52.1,35.9,51.6,40.1,49.7,41.1,-0.5,4.2
2913,Virginia,Frederick,55.4,44.1,54.9,49.6,52.7,51.0,-0.6,5.6
2914,Virginia,Fredericksburg City,58.4,42.8,60.8,51.5,59.4,52.9,2.5,8.8
2915,Virginia,Galax City,45.6,34.1,49.3,46.0,46.7,46.7,3.7,11.9
2916,Virginia,Giles,52.8,44.8,52.6,46.1,51.5,47.2,-0.2,1.3
2917,Virginia,Gloucester,57.0,45.1,57.6,54.0,56.5,54.8,0.6,8.9
2918,Virginia,Goochland,55.6,45.1,56.0,51.8,53.1,53.0,0.3,6.7
2919,Virginia,Grayson,47.0,38.1,43.7,42.3,40.7,43.4,-3.3,4.2
2920,Virginia,Greene,53.1,48.1,53.4,52.9,51.5,54.0,0.2,4.9
2921,Virginia,Greensville,43.1,28.9,45.6,40.1,44.2,41.1,2.5,11.3
2922,Virginia,Halifax County with South Boston City,48.5,35.9,48.6,43.7,46.1,45.2,0.1,7.8
2923,Virginia,Hampton City,59.3,44.2,56.0,47.1,53.5,48.4,-3.3,2.9
2924,Virginia,Hanover,59.4,52.0,61.0,55.9,59.0,56.4,1.5,3.9
2925,Virginia,Harrisonburg City,51.4,53.1,53.7,48.0,52.4,49.2,2.3,-5.0
2926,Virginia,Henrico,62.1,48.8,61.7,54.3,59.5,56.2,-0.4,5.5
2927,Virginia,Henry,53.4,36.8,50.4,41.3,47.8,41.5,-3.0,4.5
2928,Virginia,Highland,50.4,42.4,49.4,45.5,47.7,46.5,-1.0,3.1
2929,Virginia,Hopewell City,55.2,34.3,47.7,40.9,45.9,41.8,-7.5,6.6
2930,Virginia,Isle of Wight,55.3,44.2,58.8,48.1,58.0,48.5,3.5,3.9
2931,Virginia,James City,64.2,52.9,62.9,58.0,62.4,59.0,-1.3,5.1
2932,Virginia,King and Queen,48.3,35.2,51.7,45.2,49.7,46.2,3.4,10.0
2933,Virginia,King George,52.4,47.3,58.5,54.1,57.5,55.2,6.2,6.8
2934,Virginia,King William,55.0,44.9,58.7,50.8,56.7,51.4,3.7,6.0
2935,Virginia,Lancaster,55.0,38.7,53.3,53.3,51.3,54.4,-1.7,14.6
2936,Virginia,Lee,40.6,32.5,46.4,40.8,44.4,41.8,5.8,8.3
2937,Virginia,Lexington City,55.1,43.5,53.6,46.8,52.0,47.6,-1.4,3.3
2938,Virginia,Loudoun,66.2,56.6,62.3,57.8,60.3,59.0,-3.9,1.3
2939,Virginia,Louisa,50.3,42.0,54.0,50.1,52.3,50.8,3.7,8.1
2940,Virginia,Lunenburg,46.5,34.6,45.3,40.0,44.3,41.1,-1.2,5.4
2941,Virginia,Lynchburg City,57.1,41.2,52.6,48.2,49.5,49.2,-4.5,7.0
2942,Virginia,Madison,50.2,43.8,53.2,49.6,51.4,50.8,3.0,5.8
2943,Virginia,Manassas City,57.5,39.6,56.0,50.7,54.4,51.9,-1.5,11.0
2944,Virginia,Manassas Park City,53.8,36.0,58.3,54.0,56.9,55.3,4.5,18.0
2945,Virginia,Martinsville City,59.8,34.0,54.1,45.4,52.0,46.6,-5.7,11.4
2946,Virginia,Mathews,53.5,43.4,55.3,53.1,53.6,54.2,1.9,9.7
2947,Virginia,Mecklenburg,48.5,38.2,52.9,44.1,52.0,46.0,4.4,5.9
2948,Virginia,Middlesex,48.5,38.4,55.3,50.4,53.7,51.2,6.8,11.9
2949,Virginia,Montgomery,59.6,47.6,63.2,54.1,61.7,55.1,3.7,6.5
2950,Virginia,Nelson,49.3,40.1,54.2,51.1,53.7,52.3,4.8,11.0
2951,Virginia,New Kent,56.3,46.6,58.2,52.6,56.3,53.7,1.9,6.0
2952,Virginia,Newport News City,60.8,45.8,56.2,49.8,53.5,50.0,-4.7,4.0
2953,Virginia,Norfolk City,61.9,42.1,54.3,46.5,53.1,47.8,-7.6,4.5
2954,Virginia,Northampton,48.3,40.0,48.9,41.3,46.4,42.7,0.6,1.3
2955,Virginia,Northumberland,54.3,41.4,53.2,53.4,51.8,54.5,-1.1,12.0
2956,Virginia,Norton City,53.7,39.1,50.5,43.6,48.9,44.6,-3.2,4.4
2957,Virginia,Nottoway,49.6,33.5,48.1,42.0,46.6,43.0,-1.4,8.5
2958,Virginia,Orange,51.2,43.0,56.3,50.6,54.8,51.3,5.2,7.6
2959,Virginia,Page,45.1,37.7,48.9,43.4,47.7,44.3,3.8,5.7
2960,Virginia,Patrick,47.5,37.6,49.9,44.9,48.6,46.3,2.4,7.3
2961,Virginia,Petersburg City,54.1,32.6,44.8,35.7,43.1,36.6,-9.3,3.1
2962,Virginia,Pittsylvania,54.1,37.6,55.3,44.6,55.4,46.0,1.2,7.1
2963,Virginia,Poquoson City,63.1,51.5,60.0,53.8,58.3,54.9,-3.1,2.3
2964,Virginia,Portsmouth City,57.6,40.3,51.8,48.8,50.1,51.5,-5.8,8.4
2965,Virginia,Powhatan,56.3,45.3,53.9,50.4,51.6,51.4,-2.4,5.1
2966,Virginia,Prince Edward,50.3,38.6,51.9,45.7,50.1,46.7,1.6,7.2
2967,Virginia,Prince George,60.0,46.7,54.8,49.3,53.6,50.5,-5.1,2.6
2968,Virginia,Prince William,63.2,45.1,61.0,56.6,58.8,57.5,-2.2,11.4
2969,Virginia,Pulaski,53.5,44.0,56.5,45.7,55.0,46.5,2.9,1.7
2970,Virginia,Radford City,60.0,48.7,63.2,48.1,62.0,49.5,3.2,-0.6
2971,Virginia,Rappahannock,53.0,44.6,53.9,51.1,52.2,51.9,0.9,6.5
2972,Virginia,Richmond,43.4,30.4,46.8,45.0,44.9,45.8,3.4,14.5
2973,Virginia,Richmond City,56.9,40.7,56.7,49.0,55.7,50.9,-0.2,8.3
2974,Virginia,Roanoke,61.0,47.6,62.3,53.7,61.4,54.4,1.3,6.1
2975,Virginia,Roanoke City,53.6,37.4,52.7,46.7,51.1,47.5,-0.8,9.3
2976,Virginia,Rockbridge,49.1,40.3,53.8,49.3,52.0,50.1,4.6,9.0
2977,Virginia,Rockingham,50.9,48.0,50.9,48.2,48.5,49.2,0.0,0.3
2978,Virginia,Russell,47.2,35.3,44.3,41.5,42.5,41.9,-2.9,6.2
2979,Virginia,Salem City,58.6,42.2,57.7,52.3,56.0,53.2,-0.9,10.1
2980,Virginia,Scott,46.5,33.3,46.2,39.2,45.2,40.0,-0.3,6.0
2981,Virginia,Shenandoah,52.4,45.4,56.2,48.4,54.5,49.5,3.8,3.0
2982,Virginia,Smyth,49.9,40.3,45.7,45.0,43.7,45.9,-4.2,4.7
2983,Virginia,Southampton,44.6,33.3,47.8,41.9,45.8,43.0,3.2,8.6
2984,Virginia,Spotsylvania,57.8,48.1,59.3,54.4,57.2,55.9,1.5,6.3
2985,Virginia,Stafford,62.7,49.0,63.1,55.6,62.0,55.9,0.3,6.6
2986,Virginia,Staunton City,58.1,40.1,52.5,46.0,50.4,47.0,-5.6,5.8
2987,Virginia,Suffolk City,57.4,42.1,55.4,48.7,54.2,49.4,-2.1,6.6
2988,Virginia,Surry,52.2,39.8,50.2,43.5,48.0,44.5,-1.9,3.7
2989,Virginia,Sussex,41.7,28.8,43.7,37.7,42.4,38.9,2.0,8.9
2990,Virginia,Tazewell,51.2,38.5,46.5,43.1,44.1,44.1,-4.6,4.6
2991,Virginia,Virginia Beach City,68.3,51.6,56.9,56.7,52.5,56.9,-11.4,5.1
2992,Virginia,Warren,53.7,42.4,56.0,51.7,54.4,53.3,2.3,9.3
2993,Virginia,Washington,51.2,41.9,47.8,46.1,45.7,47.3,-3.4,4.1
2994,Virginia,Waynesboro City,57.4,42.2,54.1,46.3,52.4,47.3,-3.3,4.1
2995,Virginia,Westmoreland,46.9,37.4,46.0,46.7,43.3,48.2,-0.8,9.3
2996,Virginia,Williamsburg City,64.5,55.0,62.7,58.5,61.4,59.6,-1.9,3.5
2997,Virginia,Winchester City,55.4,40.6,54.6,50.6,52.4,51.2,-0.8,10.0
2998,Virginia,Wise,43.7,32.3,41.7,37.1,39.1,37.6,-2.0,4.8
2999,Virginia,Wythe,49.8,42.2,50.7,47.2,49.0,48.5,0.9,5.0
3000,Virginia,York,65.8,54.5,63.0,57.8,62.0,58.6,-2.8,3.3
3001,Washington,,65.9,58.0,63.2,59.0,61.2,60.0,-2.6,0.9
3002,Washington,Adams,50.4,43.5,45.2,44.1,41.9,44.6,-5.2,0.6
