,State,County,"Male obesity prevalence, 2001 (%)","Female obesity prevalence, 2001 (%)","Male obesity prevalence, 2009 (%)","Female obesity  prevalence, 2009 (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)","Difference in male obesity prevalence, 2001-2009 (percentage points)","Difference in female obesity prevalence, 2001-2009 (percentage points)"
2733,Texas,Mills,28.2,31.1,35.2,37.1,36.6,37.9,7.0,6.0
2734,Texas,Mitchell,28.8,33.6,36.8,41.0,37.9,41.8,8.0,7.3
2735,Texas,Montague,31.2,30.7,37.4,37.5,38.5,38.2,6.2,6.8
2736,Texas,Montgomery,28.5,28.7,35.5,34.1,36.6,35.2,6.9,5.3
2737,Texas,Moore,29.5,34.8,38.1,40.0,39.1,41.1,8.6,5.1
2738,Texas,Morris,31.0,35.4,37.8,40.8,39.0,41.8,6.8,5.5
2739,Texas,Motley,27.5,29.3,34.3,36.5,35.4,36.6,6.7,7.1
2740,Texas,Nacogdoches,30.0,34.0,36.6,41.1,37.7,41.6,6.6,7.1
2741,Texas,Navarro,30.7,34.6,36.4,42.9,37.5,43.8,5.7,8.3
2742,Texas,Newton,30.9,38.6,39.8,43.3,41.0,44.1,8.8,4.7
2743,Texas,Nolan,29.4,33.4,36.9,38.8,37.8,40.1,7.6,5.5
2744,Texas,Nueces,28.7,32.9,34.5,39.6,35.7,40.4,5.8,6.7
2745,Texas,Ochiltree,28.7,33.1,38.4,39.5,39.5,40.3,9.7,6.4
2746,Texas,Oldham,28.4,31.4,37.0,38.2,37.9,39.0,8.6,6.8
2747,Texas,Orange,28.5,32.1,36.9,41.9,38.0,42.6,8.3,9.8
2748,Texas,Palo Pinto,29.7,31.5,37.6,38.9,38.7,40.1,7.9,7.4
2749,Texas,Panola,33.0,31.5,39.9,41.4,41.0,42.6,6.8,9.9
2750,Texas,Parker,29.2,27.0,36.7,34.9,37.9,35.8,7.4,7.9
2751,Texas,Parmer,29.9,34.5,38.0,43.2,39.1,43.8,8.1,8.6
2752,Texas,Pecos,29.0,34.0,38.7,39.6,40.0,40.4,9.7,5.5
2753,Texas,Polk,32.3,34.8,38.2,43.8,39.5,44.2,5.9,8.9
2754,Texas,Potter,28.0,33.0,34.8,41.5,35.7,42.0,6.8,8.5
2755,Texas,Presidio,30.8,42.7,37.2,45.9,38.3,46.6,6.4,3.2
2756,Texas,Rains,29.0,32.1,39.3,40.0,40.5,40.9,10.3,7.8
2757,Texas,Randall,26.8,27.5,31.5,30.6,32.4,31.2,4.7,3.0
2758,Texas,Reagan,30.2,34.2,40.1,41.7,41.2,42.3,9.9,7.5
2759,Texas,Real,27.9,31.9,37.3,40.2,38.4,40.6,9.4,8.3
2760,Texas,Red River,32.1,37.4,40.1,42.9,41.3,44.0,8.0,5.5
2761,Texas,Reeves,33.3,39.7,40.2,46.8,41.3,48.5,6.8,7.1
2762,Texas,Refugio,29.9,34.5,37.6,41.0,38.6,41.7,7.7,6.6
2763,Texas,Roberts,27.0,27.2,35.3,32.5,36.1,33.4,8.3,5.3
2764,Texas,Robertson,31.4,38.1,39.2,42.4,40.2,43.2,7.8,4.3
2765,Texas,Rockwall,26.1,25.9,32.7,32.3,33.7,32.8,6.5,6.4
2766,Texas,Runnels,30.4,33.1,37.4,39.4,38.4,40.7,7.0,6.3
2767,Texas,Rusk,30.9,34.3,38.8,43.3,40.0,44.1,8.0,9.0
2768,Texas,Sabine,30.6,33.9,38.5,40.5,39.8,41.8,8.0,6.6
2769,Texas,San Augustine,31.7,37.9,39.9,45.7,41.1,46.2,8.1,7.9
2770,Texas,San Jacinto,32.4,36.0,39.3,41.6,40.5,42.7,7.0,5.6
2771,Texas,San Patricio,29.9,33.9,37.9,41.8,39.0,43.0,8.0,7.9
2772,Texas,San Saba,30.9,33.5,34.3,35.9,35.5,36.5,3.4,2.4
2773,Texas,Schleicher,30.2,33.1,35.0,38.1,35.9,38.8,4.8,5.0
2774,Texas,Scurry,28.3,31.9,37.2,38.6,38.2,39.3,8.9,6.7
2775,Texas,Shackelford,28.5,30.0,37.0,35.9,38.1,36.9,8.5,5.9
2776,Texas,Shelby,32.6,35.3,40.0,44.1,41.1,44.9,7.4,8.8
2777,Texas,Sherman,27.9,31.3,38.3,38.9,39.4,39.2,10.4,7.6
2778,Texas,Smith,27.2,32.8,33.8,36.2,34.8,37.0,6.5,3.4
2779,Texas,Somervell,29.0,29.1,34.3,33.6,35.5,34.3,5.3,4.5
2780,Texas,Starr,33.6,48.9,44.9,54.8,46.2,55.7,11.3,5.8
2781,Texas,Stephens,30.3,32.5,37.9,38.1,39.1,38.8,7.6,5.6
2782,Texas,Sterling,29.5,32.3,38.2,40.3,39.5,40.9,8.7,8.1
2783,Texas,Stonewall,29.4,32.3,35.6,37.0,36.8,37.8,6.2,4.7
2784,Texas,Sutton,28.8,32.7,37.2,40.5,38.0,41.2,8.3,7.7
2785,Texas,Swisher,30.7,34.0,36.7,40.2,37.8,40.8,6.0,6.2
2786,Texas,Tarrant,26.9,28.0,34.7,36.5,35.7,37.5,7.9,8.5
2787,Texas,Taylor,27.1,30.1,34.6,34.8,35.7,35.7,7.5,4.7
2788,Texas,Terrell,27.3,32.1,35.5,38.2,36.6,38.5,8.2,6.1
2789,Texas,Terry,31.1,36.6,38.6,43.6,39.7,44.3,7.5,7.0
2790,Texas,Throckmorton,28.5,30.5,37.9,38.7,39.0,39.5,9.3,8.2
2791,Texas,Titus,29.6,33.8,36.5,40.1,37.6,40.8,6.9,6.3
2792,Texas,Tom Green,28.2,28.8,34.3,37.2,35.3,38.1,6.1,8.4
2793,Texas,Travis,20.8,26.0,28.4,32.7,29.3,33.5,7.6,6.6
2794,Texas,Trinity,31.5,34.6,39.5,41.4,40.6,42.5,8.0,6.8
2795,Texas,Tyler,31.4,34.1,36.7,42.4,38.0,43.4,5.3,8.3
2796,Texas,Upshur,31.3,32.5,39.5,39.4,40.7,40.2,8.2,6.9
2797,Texas,Upton,28.8,34.0,37.4,39.5,38.5,40.3,8.6,5.5
2798,Texas,Uvalde,28.9,37.2,36.6,43.2,37.8,43.0,7.7,6.0
2799,Texas,Val Verde,28.5,36.3,38.0,46.1,39.3,46.2,9.4,9.8
2800,Texas,Van Zandt,28.9,32.6,38.3,39.9,39.4,41.2,9.4,7.3
2801,Texas,Victoria,27.0,31.5,35.5,36.2,36.5,37.5,8.5,4.6
2802,Texas,Walker,29.6,33.6,38.5,40.3,39.7,41.4,9.0,6.8
2803,Texas,Waller,30.9,36.0,39.1,42.0,40.2,42.6,8.2,6.0
2804,Texas,Ward,29.1,34.1,39.4,43.0,40.3,43.4,10.3,8.9
2805,Texas,Washington,29.8,33.9,36.9,38.3,38.0,39.0,7.1,4.5
2806,Texas,Webb,28.2,40.6,42.8,44.8,44.3,45.7,14.6,4.2
2807,Texas,Wharton,30.8,34.0,37.7,42.9,38.8,43.4,6.9,8.9
2808,Texas,Wheeler,30.0,31.6,35.1,35.7,36.1,36.3,5.2,4.0
2809,Texas,Wichita,28.4,27.9,34.8,37.0,35.9,37.9,6.4,9.1
2810,Texas,Wilbarger,30.1,32.8,36.7,40.7,37.7,41.5,6.6,7.8
2811,Texas,Willacy,32.7,44.8,42.5,50.2,43.8,50.7,9.8,5.4
2812,Texas,Williamson,23.9,26.5,32.6,32.0,33.5,32.9,8.7,5.4
2813,Texas,Wilson,28.6,31.9,35.6,39.3,36.8,40.0,7.0,7.4
2814,Texas,Winkler,31.7,37.7,40.3,44.0,41.5,44.8,8.6,6.3
2815,Texas,Wise,30.5,28.2,38.0,37.9,39.1,38.7,7.5,9.7
2816,Texas,Wood,29.3,31.3,39.1,38.0,40.2,39.1,9.8,6.7
2817,Texas,Yoakum,31.9,36.9,38.5,41.6,39.8,42.3,6.6,4.7
2818,Texas,Young,29.3,31.4,37.0,37.3,38.1,38.1,7.7,5.9
2819,Texas,Zapata,29.9,42.8,43.9,49.7,45.2,51.3,14.0,6.9
2820,Texas,Zavala,31.1,44.6,38.6,48.3,39.8,49.1,7.5,3.6
2821,Utah,,24.9,25.7,31.7,31.6,32.6,32.6,6.8,5.9
2822,Utah,Beaver,24.9,26.9,31.7,32.4,32.9,33.4,6.8,5.5
2823,Utah,Box Elder,29.3,26.6,35.9,36.2,37.1,36.9,6.5,9.5
2824,Utah,Cache,25.1,25.2,31.4,33.3,32.4,34.1,6.3,8.2
2825,Utah,Carbon,25.9,29.4,33.4,34.1,34.5,34.7,7.4,4.7
2826,Utah,Daggett,24.9,26.8,33.1,32.9,34.3,33.9,8.3,6.2
2827,Utah,Davis,24.2,24.5,32.4,30.7,33.4,31.6,8.2,6.2
2828,Utah,Duchesne,26.4,30.9,32.6,33.4,33.7,34.2,6.2,2.5
2829,Utah,Emery,25.1,29.0,35.5,34.5,36.8,35.4,10.5,5.5
2830,Utah,Garfield,25.4,27.9,32.9,32.7,33.9,33.8,7.5,4.8
2831,Utah,Grand,22.6,25.7,31.1,29.0,32.2,29.7,8.5,3.3
2832,Utah,Iron,24.0,27.5,32.1,33.3,33.3,34.2,8.1,5.8
2833,Utah,Juab,27.1,31.2,35.5,34.9,36.6,35.8,8.4,3.7
2834,Utah,Kane,24.0,25.6,31.0,30.1,32.1,30.9,7.0,4.5
2835,Utah,Millard,24.8,27.4,32.1,32.9,33.2,34.2,7.2,5.4
2836,Utah,Morgan,21.3,21.5,27.5,26.7,28.7,27.6,6.2,5.2
2837,Utah,Piute,26.9,28.5,35.1,36.1,36.4,37.3,8.2,7.7
2838,Utah,Rich,22.8,24.3,30.2,29.4,31.3,30.3,7.4,5.1
2839,Utah,Salt Lake,24.8,25.0,30.1,31.1,30.9,32.5,5.3,6.1
2840,Utah,San Juan,30.1,34.6,33.1,42.0,34.1,42.8,3.0,7.4
2841,Utah,Sanpete,25.1,27.9,33.0,33.6,34.2,34.6,7.9,5.7
2842,Utah,Sevier,25.2,25.8,33.4,33.7,34.6,35.0,8.2,7.9
2843,Utah,Summit,18.1,17.0,21.8,19.5,22.4,20.0,3.7,2.5
2844,Utah,Tooele,29.0,31.2,37.2,36.4,38.4,37.3,8.2,5.2
2845,Utah,Uintah,26.8,33.0,35.8,34.9,37.1,35.9,9.0,1.9
2846,Utah,Utah,26.1,25.6,33.8,30.6,34.5,31.3,7.7,4.9
2847,Utah,Wasatch,23.0,23.0,29.8,26.9,31.0,27.5,6.8,3.8
2848,Utah,Washington,23.9,26.5,31.8,30.1,33.0,31.0,8.0,3.7
2849,Utah,Wayne,22.4,23.7,30.8,29.9,32.0,30.8,8.4,6.1
2850,Utah,Weber,23.7,27.1,32.6,34.7,33.5,35.5,8.9,7.6
2851,Vermont,,21.8,24.0,28.4,29.8,29.6,30.6,6.7,5.8
2852,Vermont,Addison,22.9,23.9,27.0,28.5,27.9,29.3,4.0,4.6
2853,Vermont,Bennington,22.8,24.2,28.2,29.4,29.2,30.4,5.4,5.1
2854,Vermont,Caledonia,23.7,27.7,29.1,34.6,30.1,35.5,5.4,6.9
2855,Vermont,Chittenden,18.8,21.2,25.0,25.8,26.5,26.4,6.3,4.6
2856,Vermont,Essex,26.5,29.5,33.7,38.3,34.9,39.1,7.2,8.8
2857,Vermont,Franklin,27.0,26.6,34.1,35.8,35.4,36.8,7.1,9.3
2858,Vermont,Grand Isle,23.7,26.2,32.7,30.8,33.6,31.6,9.0,4.6
2859,Vermont,Lamoille,21.9,23.9,29.4,31.2,30.3,31.9,7.4,7.2
2860,Vermont,Orange,22.0,25.5,30.3,33.3,31.5,34.2,8.3,7.8
2861,Vermont,Orleans,24.5,27.4,33.3,34.1,34.6,35.8,8.7,6.7
2862,Vermont,Rutland,23.0,25.3,30.6,32.6,31.7,33.4,7.6,7.3
2863,Vermont,Washington,21.5,24.1,26.4,27.8,27.1,28.5,4.9,3.6
2864,Vermont,Windham,19.9,23.3,27.9,28.7,29.0,29.3,8.0,5.3
2865,Vermont,Windsor,21.3,23.0,29.1,28.6,30.2,29.7,7.8,5.6
2866,Virginia,,26.3,28.9,32.7,35.4,33.7,36.2,6.4,6.5
2867,Virginia,Accomack,32.9,38.8,39.8,44.4,41.0,45.3,6.9,5.6
2868,Virginia,Albemarle,21.9,22.8,28.4,28.3,29.6,29.2,6.6,5.4
2869,Virginia,Alexandria City,20.4,21.9,25.0,26.3,25.7,26.9,4.6,4.4
2870,Virginia,Alleghany,30.3,30.7,36.1,35.8,37.3,36.7,5.8,5.2
2871,Virginia,Amelia,32.1,37.0,40.4,42.0,41.8,42.9,8.4,5.1
2872,Virginia,Amherst,31.6,35.8,36.3,40.1,37.5,40.9,4.7,4.3
2873,Virginia,Appomattox,30.4,35.4,37.9,40.2,39.2,41.1,7.5,4.8
2874,Virginia,Arlington,17.8,19.1,25.2,23.6,26.1,24.3,7.4,4.4
2875,Virginia,Augusta,29.0,29.2,33.5,37.5,34.6,38.4,4.4,8.3
2876,Virginia,Bath,29.9,30.9,35.3,37.0,36.6,37.7,5.4,6.1
2877,Virginia,Bedford,27.8,28.5,33.0,32.9,34.1,33.9,5.2,4.4
2878,Virginia,Bedford City,31.3,33.4,33.7,36.0,34.8,37.1,2.4,2.6
2879,Virginia,Bland,27.6,31.2,36.3,34.8,37.6,35.5,8.7,3.6
2880,Virginia,Botetourt,27.5,28.8,33.8,31.8,35.0,32.7,6.3,3.0
2881,Virginia,Bristol City,31.6,31.9,40.5,40.3,41.7,42.0,9.0,8.4
2882,Virginia,Brunswick,33.5,45.6,42.0,50.1,43.2,51.5,8.5,4.5
2883,Virginia,Buchanan,34.8,37.5,42.7,42.0,44.0,42.5,8.0,4.6
2884,Virginia,Buckingham,33.2,37.9,41.4,45.8,42.8,46.6,8.2,7.8
2885,Virginia,Buena Vista City,32.1,31.6,38.1,41.7,39.3,42.5,6.1,10.1
2886,Virginia,Campbell,29.9,32.9,36.4,38.8,37.6,39.9,6.6,5.9
2887,Virginia,Caroline,30.7,37.1,38.1,41.0,39.4,42.2,7.5,3.9
2888,Virginia,Carroll,31.2,35.5,36.8,40.6,38.3,42.0,5.6,5.1
2889,Virginia,Charles City,33.4,41.9,41.4,48.8,42.7,49.8,8.0,7.0
2890,Virginia,Charlotte,32.3,37.4,41.0,44.0,42.3,45.1,8.7,6.6
2891,Virginia,Charlottesville City,19.3,23.0,22.3,26.9,23.1,27.7,3.0,3.9
2892,Virginia,Chesapeake City,28.8,31.7,35.7,37.2,36.9,38.2,6.9,5.6
2893,Virginia,Chesterfield,26.4,29.1,33.2,33.3,34.4,34.2,6.8,4.2
2894,Virginia,Clarke,27.4,26.9,36.8,33.5,38.0,34.5,9.4,6.6
2895,Virginia,Colonial Heights City,26.4,29.4,32.5,33.4,33.4,34.2,6.2,4.0
2896,Virginia,Covington City,31.6,31.6,36.8,37.8,38.1,38.7,5.2,6.2
2897,Virginia,Craig,28.6,29.4,33.9,32.6,35.0,33.7,5.3,3.2
2898,Virginia,Culpeper,28.0,31.7,37.7,35.7,39.0,36.9,9.7,4.0
2899,Virginia,Cumberland,31.6,35.8,37.8,41.4,39.1,42.6,6.3,5.6
2900,Virginia,Danville City,29.6,40.8,34.9,43.6,36.0,44.6,5.4,2.8
2901,Virginia,Dickenson,35.7,36.1,43.1,40.7,44.3,41.7,7.4,4.7
2902,Virginia,Dinwiddie,32.6,38.9,39.9,44.5,41.1,45.7,7.3,5.6
2903,Virginia,Emporia City,33.8,44.5,39.7,49.6,40.8,50.8,5.9,5.1
2904,Virginia,Essex,30.5,35.6,37.6,41.8,38.8,42.9,7.1,6.2
2905,Virginia,Fairfax,19.6,19.4,24.8,25.8,25.7,26.5,5.2,6.4
2906,Virginia,Fairfax City,16.5,16.1,22.3,23.1,22.0,22.8,5.9,6.9
2907,Virginia,Falls Church City,14.3,14.0,18.8,17.2,19.5,17.6,4.6,3.2
2908,Virginia,Fauquier,25.7,25.4,35.8,30.8,37.1,31.7,10.1,5.4
2909,Virginia,Floyd,29.5,31.1,34.0,37.4,35.3,38.0,4.5,6.3
2910,Virginia,Fluvanna,27.9,29.0,37.4,35.5,38.7,36.4,9.5,6.5
2911,Virginia,Franklin,29.0,29.6,33.4,36.4,34.6,37.0,4.4,6.8
2912,Virginia,Franklin City,32.3,38.7,37.4,45.2,38.4,46.5,5.0,6.5
2913,Virginia,Frederick,28.4,28.3,36.2,35.9,37.4,36.5,7.8,7.5
2914,Virginia,Fredericksburg City,24.9,27.4,30.0,33.8,31.1,34.3,5.1,6.3
2915,Virginia,Galax City,28.9,33.7,33.4,37.9,33.4,38.4,4.4,4.2
2916,Virginia,Giles,28.4,31.3,37.5,35.8,38.9,36.7,9.0,4.5
2917,Virginia,Gloucester,26.4,26.8,33.7,35.6,34.9,36.5,7.3,8.8
2918,Virginia,Goochland,27.4,30.1,32.9,32.4,33.9,33.4,5.5,2.3
2919,Virginia,Grayson,31.8,33.9,37.2,39.9,38.4,41.1,5.4,6.0
2920,Virginia,Greene,28.5,29.0,36.8,37.3,38.2,38.4,8.3,8.4
2921,Virginia,Greensville,33.7,44.5,40.0,50.3,41.3,51.2,6.3,5.8
2922,Virginia,Halifax County with South Boston City,31.1,40.2,40.0,44.0,41.3,44.8,8.9,3.8
2923,Virginia,Hampton City,27.7,36.4,35.9,47.5,36.9,48.2,8.2,11.2
2924,Virginia,Hanover,25.8,27.6,32.8,32.7,34.0,33.6,7.1,5.0
2925,Virginia,Harrisonburg City,27.0,26.4,31.1,37.5,32.1,38.5,4.1,11.1
2926,Virginia,Henrico,24.3,29.5,29.8,35.3,30.6,35.9,5.5,5.7
2927,Virginia,Henry,31.0,35.2,36.0,42.1,37.4,43.7,5.0,6.9
2928,Virginia,Highland,29.1,30.6,37.7,39.6,39.0,40.5,8.6,9.0
2929,Virginia,Hopewell City,32.7,36.5,42.7,46.4,43.9,46.8,9.9,9.8
2930,Virginia,Isle of Wight,31.7,33.2,37.0,39.6,38.3,40.6,5.3,6.4
2931,Virginia,James City,23.7,25.7,31.4,32.0,32.7,32.8,7.7,6.3
2932,Virginia,King and Queen,31.3,37.1,38.5,43.8,39.8,44.7,7.2,6.7
2933,Virginia,King George,29.2,30.6,35.6,34.5,36.9,35.4,6.4,3.9
2934,Virginia,King William,28.6,33.7,35.2,37.7,36.3,38.7,6.6,4.0
2935,Virginia,Lancaster,28.5,34.2,35.4,41.9,36.1,42.7,6.9,7.6
2936,Virginia,Lee,32.8,34.2,38.5,41.1,39.7,42.2,5.7,6.9
2937,Virginia,Lexington City,26.1,27.9,34.0,40.0,33.9,40.2,7.9,12.1
2938,Virginia,Loudoun,25.3,21.4,28.0,27.5,28.9,28.2,2.7,6.2
2939,Virginia,Louisa,28.8,32.7,38.0,37.3,39.3,38.0,9.2,4.6
2940,Virginia,Lunenburg,33.7,39.6,42.1,45.6,43.5,46.4,8.4,5.9
2941,Virginia,Lynchburg City,28.4,33.6,31.5,40.0,32.6,41.1,3.1,6.4
2942,Virginia,Madison,29.4,31.5,37.0,37.9,38.2,38.8,7.5,6.4
2943,Virginia,Manassas City,27.6,29.3,32.4,35.4,33.5,36.1,4.9,6.1
2944,Virginia,Manassas Park City,31.2,32.5,34.4,37.0,35.4,37.6,3.1,4.4
2945,Virginia,Martinsville City,28.0,34.4,30.2,39.4,30.2,39.3,2.2,5.1
2946,Virginia,Mathews,28.5,27.1,36.0,37.2,37.2,38.1,7.5,10.1
2947,Virginia,Mecklenburg,31.2,39.0,41.1,43.3,42.4,44.2,9.8,4.3
2948,Virginia,Middlesex,28.8,28.8,34.6,37.0,35.8,37.8,5.8,8.3
2949,Virginia,Montgomery,27.1,27.8,29.5,34.8,30.3,36.1,2.4,7.1
2950,Virginia,Nelson,29.6,33.7,34.0,36.6,35.3,37.6,4.5,3.0
2951,Virginia,New Kent,28.0,30.3,35.3,37.9,36.5,38.9,7.3,7.5
2952,Virginia,Newport News City,26.9,35.6,35.8,43.2,37.0,44.3,8.9,7.6
2953,Virginia,Norfolk City,29.3,35.1,37.4,45.9,38.7,47.0,8.1,10.8
2954,Virginia,Northampton,31.3,40.0,38.4,42.6,39.5,43.6,7.1,2.6
2955,Virginia,Northumberland,29.6,34.2,35.0,39.5,36.6,40.5,5.5,5.3
2956,Virginia,Norton City,31.1,25.8,36.6,33.7,37.9,34.5,5.5,7.9
2957,Virginia,Nottoway,32.2,40.0,40.5,46.4,41.8,47.4,8.3,6.4
2958,Virginia,Orange,29.0,31.9,37.9,37.1,39.1,38.3,8.9,5.2
2959,Virginia,Page,31.6,32.0,38.8,41.7,40.0,43.2,7.2,9.7
2960,Virginia,Patrick,29.6,32.4,35.8,40.5,36.9,41.4,6.1,8.1
2961,Virginia,Petersburg City,33.4,46.9,41.2,54.3,42.3,55.4,7.8,7.5
2962,Virginia,Pittsylvania,30.5,36.8,37.0,40.4,38.3,41.2,6.5,3.6
2963,Virginia,Poquoson City,24.3,23.9,31.2,35.7,32.4,36.5,7.0,11.7
2964,Virginia,Portsmouth City,33.6,40.6,42.4,48.3,43.7,49.4,8.7,7.8
2965,Virginia,Powhatan,30.6,31.0,37.8,35.9,39.1,36.9,7.2,4.8
2966,Virginia,Prince Edward,30.6,36.6,39.0,44.7,40.2,46.1,8.3,8.1
2967,Virginia,Prince George,29.7,32.7,39.1,41.9,40.3,42.8,9.4,9.3
2968,Virginia,Prince William,28.0,28.5,33.1,34.9,34.2,35.6,5.1,6.3
2969,Virginia,Pulaski,29.6,33.7,34.6,36.9,35.8,38.0,5.0,3.2
2970,Virginia,Radford City,26.4,28.3,28.6,36.0,29.7,36.3,2.2,7.7
2971,Virginia,Rappahannock,27.4,28.3,37.2,35.5,38.3,36.4,9.8,7.1
2972,Virginia,Richmond,34.4,39.1,39.4,44.1,40.6,45.0,5.0,5.0
2973,Virginia,Richmond City,26.1,36.7,30.5,42.1,31.6,43.5,4.4,5.5
2974,Virginia,Roanoke,25.5,25.0,30.5,29.6,31.6,30.5,5.0,4.6
2975,Virginia,Roanoke City,28.7,33.7,36.1,42.3,37.3,43.2,7.3,8.6
2976,Virginia,Rockbridge,30.2,31.2,34.6,36.7,36.1,38.0,4.4,5.5
2977,Virginia,Rockingham,29.9,29.3,35.4,38.0,36.6,38.7,5.4,8.7
2978,Virginia,Russell,32.0,33.2,41.7,39.3,43.0,40.8,9.7,6.1
2979,Virginia,Salem City,25.8,27.0,32.3,33.1,33.2,34.0,6.5,6.1
2980,Virginia,Scott,31.3,33.7,38.7,41.4,40.0,42.2,7.4,7.7
2981,Virginia,Shenandoah,29.0,29.4,34.8,37.3,36.0,38.5,5.9,8.0
2982,Virginia,Smyth,29.2,32.4,39.3,38.7,40.5,39.8,10.0,6.3
2983,Virginia,Southampton,34.1,38.8,39.3,44.9,40.6,45.9,5.2,6.1
2984,Virginia,Spotsylvania,27.3,28.7,36.4,35.5,37.6,36.1,9.2,6.7
2985,Virginia,Stafford,27.4,28.6,35.4,34.0,36.6,35.0,8.1,5.4
2986,Virginia,Staunton City,31.7,31.7,31.9,41.1,33.0,42.3,0.2,9.4
2987,Virginia,Suffolk City,31.6,35.5,37.7,42.0,38.9,42.8,6.1,6.5
2988,Virginia,Surry,33.4,39.5,40.8,46.7,42.1,47.7,7.3,7.2
2989,Virginia,Sussex,36.8,44.0,43.0,52.1,44.2,53.3,6.2,8.1
2990,Virginia,Tazewell,26.8,31.3,40.9,36.8,42.3,37.9,14.1,5.5
2991,Virginia,Virginia Beach City,23.8,26.0,31.6,35.1,32.5,36.1,7.8,9.1
2992,Virginia,Warren,27.9,27.9,36.3,36.2,37.4,37.0,8.4,8.3
2993,Virginia,Washington,28.3,29.5,35.3,35.6,36.5,36.4,6.9,6.1
2994,Virginia,Waynesboro City,28.7,30.9,30.8,40.0,31.8,41.4,2.1,9.1
2995,Virginia,Westmoreland,33.3,37.4,39.9,42.3,41.0,43.5,6.6,4.9
2996,Virginia,Williamsburg City,25.8,27.3,31.1,34.4,32.2,35.0,5.3,7.2
2997,Virginia,Winchester City,23.8,24.5,30.3,33.0,31.3,34.0,6.5,8.5
2998,Virginia,Wise,35.0,33.4,43.6,40.9,44.9,42.3,8.5,7.5
2999,Virginia,Wythe,30.4,33.0,35.7,39.0,36.9,39.8,5.3,6.0
3000,Virginia,York,23.7,24.8,30.2,33.1,31.2,33.8,6.5,8.3
3001,Washington,,25.2,27.4,32.5,34.0,33.6,34.8,7.3,6.6
3002,Washington,Adams,31.7,36.7,43.4,44.1,44.6,45.1,11.7,7.4
3003,Washington,Asotin,27.6,30.0,35.7,36.9,36.8,37.9,8.1,6.9
3004,Washington,Benton,27.2,28.1,35.8,36.4,37.0,37.2,8.6,8.3
3005,Washington,Chelan,25.0,27.8,31.2,31.7,32.3,32.8,6.2,3.9
3006,Washington,Clallam,26.3,26.1,30.9,34.6,32.1,35.2,4.7,8.4
3007,Washington,Clark,28.6,29.7,33.3,36.0,34.3,37.0,4.7,6.3
3008,Washington,Columbia,29.7,33.2,38.1,39.5,39.5,40.4,8.4,6.4
3009,Washington,Cowlitz,31.0,33.9,40.1,40.8,41.4,42.1,9.2,6.9
3010,Washington,Douglas,28.4,30.7,32.8,38.8,33.7,39.9,4.4,8.1
3011,Washington,Ferry,30.2,32.5,35.9,37.7,37.0,38.7,5.6,5.3
3012,Washington,Franklin,31.2,32.5,41.1,42.6,42.5,44.5,10.0,10.0
3013,Washington,Garfield,27.9,32.0,33.9,35.1,35.0,35.7,5.9,3.1
3014,Washington,Grant,31.4,33.0,39.5,40.3,40.6,41.5,8.2,7.3
3015,Washington,Grays Harbor,28.8,33.7,37.9,41.9,39.1,42.8,9.1,8.1
3016,Washington,Island,23.7,23.3,30.0,31.0,31.1,32.0,6.3,7.7
3017,Washington,Jefferson,24.4,23.8,30.6,30.3,31.7,31.1,6.3,6.5
3018,Washington,King,20.8,22.8,27.0,28.6,28.1,29.4,6.2,5.8
3019,Washington,Kitsap,26.6,28.0,33.6,35.1,34.8,36.0,7.0,7.1
3020,Washington,Kittitas,26.3,27.3,31.0,33.8,31.9,35.2,4.6,6.5
3021,Washington,Klickitat,27.9,32.1,36.1,34.7,37.1,35.0,8.2,2.6
3022,Washington,Lewis,29.5,33.3,39.9,39.7,41.2,40.3,10.4,6.5
3023,Washington,Lincoln,30.2,27.1,35.6,37.0,36.8,37.5,5.5,9.9
3024,Washington,Mason,27.9,31.1,37.6,37.1,39.0,37.7,9.6,6.0
3025,Washington,Okanogan,28.2,30.9,31.7,38.8,32.6,39.9,3.5,7.9
3026,Washington,Pacific,32.0,35.5,39.1,41.9,40.2,42.7,7.0,6.4
3027,Washington,Pend Oreille,26.9,29.3,34.2,36.6,35.4,37.3,7.3,7.3
3028,Washington,Pierce,29.0,31.7,37.4,38.4,38.8,38.8,8.4,6.7
3029,Washington,San Juan,20.6,19.4,24.2,25.2,25.1,26.0,3.6,5.9
3030,Washington,Skagit,23.9,26.5,32.9,35.2,33.8,36.5,9.0,8.7
3031,Washington,Skamania,26.4,29.6,36.4,36.8,37.6,38.0,10.0,7.2
3032,Washington,Snohomish,25.2,28.3,34.1,35.3,35.1,36.0,8.9,6.9
3033,Washington,Spokane,26.0,27.2,33.0,34.0,34.1,34.9,7.1,6.8
3034,Washington,Stevens,27.4,29.9,34.1,34.9,35.3,36.3,6.6,4.9
3035,Washington,Thurston,23.8,29.1,35.1,34.7,36.3,35.2,11.3,5.6
3036,Washington,Wahkiakum,30.7,31.6,36.5,35.7,37.8,36.8,5.8,4.2
3037,Washington,Walla Walla,27.2,29.4,35.0,34.9,36.1,35.5,7.8,5.6
3038,Washington,Whatcom,22.7,25.3,30.1,31.5,31.1,32.2,7.4,6.2
3039,Washington,Whitman,26.7,26.1,33.4,34.8,34.4,36.6,6.7,8.6
3040,Washington,Yakima,30.6,32.3,37.2,42.9,38.2,43.7,6.7,10.6
